বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
সহিহ ফাযায়েলে আমল,১১,সহিহ হাদিস,,‘উমার ইবনুল খাত্তাব (রাঃ) থেকে বর্ণিত:,"একদা ‘উমার ইবনুল খাত্তাব (রাঃ) বলেন, হে আল্লাহর রাসূল! আমি আপনাকে আমার নিজের আত্মা ব্যতীত সব চাইতে ভালবাসি। তখন নাবী (সাঃ) বললেন : ঐ সত্ত্বার কসম করে বলছি, যার হাতে আমার প্রাণ। যতক্ষণ পর্যন্ত আমি তোমার নিকট তোমার আত্মার চাইতে প্রিয় না হবো, ততক্ষণ পর্যন্ত মু’মিন নও। তখন ‘উমার (রাঃ) বললেন: এখন আপনি আমার আত্মার চেয়েও অধিক প্রিয়। (সহীহুল বুখারী) ক্বিয়ামাতের দিন মহান আল্লাহ্ বান্দাকে বলবেন : অন্যায় কাজ দেখার পর কোন জিনিস তোমাকে তা পরিবর্তন করতে বাধা দিল? তখন বান্দা বলবে, হে প্রতিপালক! মানুষের ভয়ে তা করিনি। আল্লাহ্ বলবেন : মানুষের চেয়ে আমিই তো ভয়ের অধিকতর হক্বদার ছিলাম। (ইবনু মাজাহ্)"
সহিহ ফাযায়েলে আমল,১২,সহিহ হাদিস,,বর্ণনাকারী থেকে বর্ণিত:,"রাসূলুল্লাহ্‌ (সাঃ) বলেছেন : “তোমরা আমার মাত্রাতিরিক্ত প্রশংসা করো না যেমন প্রশংসা করেছিল নাসারারা ঈসা ইবনু মারইয়ামের ব্যাপারে। আমি তো আল্লাহ্ বান্দা মাত্র। তাই তোমরা আমাকে আল্লাহর বান্দা ও তাঁর রাসূল বলবে।” (সহীহুল বুখারী) এর অর্থ হল, তোমরা আমার মিথ্যা প্রশংসা করো না, আর আমার প্রশংসা জ্ঞাপনে সীমা অতিক্রম করো না। যেমন নাসারারা ঈসা (আঃ)- এর সীমালঙ্ঘন করেছিল, অতঃপর তারা তাঁর উলুহিয়্যাতের দাবী করেছিল। আর তোমরা আমার সেই গুণ বর্ণনা করো যে গুণে আমার প্রতিপালক আমাকে গুণান্বিত করেছেন। সুতরাং তোমরা বলেন : আল্লাহর বান্দা ও তাঁর রাসূল।"
সহিহ ফাযায়েলে আমল,১৩,সহিহ হাদিস,,আনাস ইবনু মালিক (রাঃ) থেকে বর্ণিত:,"একদা কিছু লোক রাসূলুল্লাহ্‌ (সাঃ)-এর কাছে উপস্থিত হয়ে বলতে শুরু করলো : হে আল্লাহর রাসূল! হে আমাদের সরদার, হে আমাদের সরদার তনয়! এসব গনে নাবী (সাঃ) বললেন : “হে লোকেরা! তোমরা আজ পর্যন্ত আমাকে যেভাবে ডাকতে সেভাবে ডাক। শয়তান যেন তোমাদেরকে ধোঁকায় ফেলতে না পারে। আমি তো মুহাম্মাদ। আল্লাহর বান্দা ও তাঁর রাসূল। আল্লাহ্ আমাকে যে স্থান ও মর্যাদা দিয়েছেন, তোমরা আমাকে তার চাইতে উঁচু স্থানে উঠাতে চেও না-এটা আমি পছন্দ করি না।” [ নাবী (সাঃ) সার্বিকভাবে তাদের মধ্যে উত্তম এবং সৃষ্টির সেরা হওয়া সত্ত্বেও তাঁর ব্যাপারে এ ধরনের শব্দ ব্যবহার করা অপছন্দ করতেন। কিন্তু তিনি আল্লাহর একত্ববাদ রক্ষার্থে এবং তাঁর অধিকারের ব্যাপারে সীমালঙ্খন ও বাড়াবাড়ি থেকে তাদেরকে দূরে রাখার জন্য এরূপ বলতে নিষেধ করেন। তিনি তাদেরকে এমন দুটি গুণের দ্বারা তাঁর প্রশংসা করতে বলেন, যা বান্দার জন্য সবচেয়ে বেশি সম্মানিত। যাতে কোন বাড়াবাড়ি নেই এবং আক্বীদাহ্ বিশ্বাসের প্রতি ক্ষতিকর আশংকা নেই। তা হলো : ‘আবদুল্লাহ্ ওয়া রাসূলূহু অর্থাৎ আল্লাহর বান্দা ও তাঁর রাসূল – লেখক ]"
,,,,,
সহিহ ফাযায়েলে আমল,১৪,সহিহ হাদিস,,আবূ হুরাইরাহ্ (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ্ (সাঃ) বলেন : আমি সাক্ষ্য দিচ্ছি যে, আল্লাহ্ ছাড়া কোন ইলাহ্ নেই এবং আমি আল্লাহ্‌র রাসূল। যে কোন বান্দা সন্দেহাতীতভাবে এই বাক্য দু’টির ওপর ঈমান আনবে, সে আল্লাহ্‌র সাথে এমন অবস্থায় সাক্ষাৎ করবে যে, সে জান্নাত থেকে বঞ্চিত হবে না।"
সহিহ ফাযায়েলে আমল,১৫,সহিহ হাদিস,,‘উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, নাবী (সাঃ) বলেছেন: হে খাত্তাবের পূত্র ! যাও, লোকদের মাঝে ঘোষণা করে দাও যে, কেবলমাত্র ঈমানদার লোকেরাই জান্নাতে প্রবেশ করবে। ‘উমার (রাঃ) বলেন, অতঃপর আমি বের হলাম এবং ঘোষণা করলাম : শুনে রাখো, ঈমানদার ছাড়া কেউই জান্নাতে প্রবেশ করতে পারবে না। [১]"
সহিহ ফাযায়েলে আমল,১৬,হাসান লিগাইরিহি,,‘উক্ববাহ্ ইবনু আমির (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, উমার (রাঃ) বলেন, আমি রাসূলুল্লাহ্ (সাঃ)- কে বলতে শুনেছি : যে ব্যক্তি আল্লাহ্ এবং পরকালের প্রতি ঈমান রেখে মারা যাবে, তাকে বলা হবে, তুমি জান্নাতের আটটি দরজার মধ্যকার যে দরজা দিয়ে ইচ্ছে প্রবেশ করো।” (আহমাদ হা/৯৭- শায়খ শু’আইব আরনাউত্ব বলেন : হাদীসটি হাসান লিগাইরিহি। এর শাওয়াদিহ বর্ণনা রয়েছে)"
সহিহ ফাযায়েলে আমল,১৭,সহিহ হাদিস,,সুফিয়ান ইবনু ‘আবদুল্লাহ্ (রাঃ) থেকে বর্ণিত:,"একদা আমি বললাম, হে আল্লাহর রাসূল! আমাকে ইসলামের এমন একটি কথা বলে দিন যা আপনার পরে বা আপনি ছাড়া অন্য কাউকে আমি জিজ্ঞেস করবো না। তিনি (সাঃ) বললেন : তুমি বলো : আমি আল্লাহর প্রতি ঈমান আনলাম। অতঃপর এরই উপর প্রতিষ্ঠিত থাকো।” (সহীহ মুসলিম হা/১৬৮)"
সহিহ ফাযায়েলে আমল,১৮,সহিহ হাদিস,,‘উবাদাহ ইবনুস সামিত (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ্ (সাঃ) বলেছেন : যে ব্যক্তি বলে : “আমি সাক্ষ্য দিচ্ছি আল্লাহ্ ছাড়া কোন ইলাহ নেই, তিনি একক এবং মুহাম্মাদ (সাঃ) তাঁর বান্দা ও রাসূল, আর নিশ্চয়ই ঈসা (আঃ) আল্লাহর বান্দা, তাঁর বান্দীর (মারইয়ামের) পুত্র ও তাঁর সেই কালেমা যা তিনি মারইয়ামকে পৌঁছিয়েছেন এবং তাঁর পক্ষ হতে প্রেরিত একটি রূহ মাত্র, জান্নাত সত্য, জাহান্নাম সত্য” - তাকে জান্নাতের আটটি দরজার যেটি দিয়ে প্রবেশ করতে চাইবে, প্রবেশ করাবেন।"
সহিহ ফাযায়েলে আমল,১৯,সহিহ হাদিস,,আবূ বুরদাহ্ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ্ (সাঃ) বলেছেন : তিন ব্যক্তির জন্য দ্বিগুণ সাওয়াব রয়েছে। এক, ঐ ব্যক্তি যে আহলে কিতাবের অন্তর্ভূক্ত নিজের নাবীর (আ) উপর ঈমান এনেছে আবার মুহাম্মাদ (সাঃ)-এর উপরও ঈমান এনেছে। দুই, ঐ ক্রীদাস যে মহান আল্লাহর হক আদায় করার পাশাপাশি স্বীয় মুনিবের হকও আদায় করে। তিন, ঐ ব্যক্তি যার কোন ক্রীতদাসী রয়েছে। আর সে তাকে উত্তম আদব শিখিয়েছে এবং উত্তমরূপে ইলম শিক্ষা দিয়েছে, অতঃপর তাকে আযাদ করে বিয়ে করেছে, তার জন্য দ্বিগুণ সাওয়াব রয়েছে।"
সহিহ ফাযায়েলে আমল,২০,সহিহ হাদিস,,মাঈয (রাঃ) থেকে বর্ণিত:,"নাবী (সাঃ)- কে জিজ্ঞেস করা হলো, সকল আমলের মধ্যে সর্বোত্তম ‘আমল কোনটি? তিনি (সাঃ) বললেন : আল্লাহ্‌র প্রতি ঈমান আনা, যিনি একক। এরপর আল্লাহ্‌র পথে জিহাদ করা, অতঃপর কবুল হাজ্জ। এ ‘আমলগুলো ও অন্যান্য আমলের মধ্যে ফাযীলাতের দিক দিয়ে এই পরিমাণ ব্যবধান রয়েছে যে পরিমাণ ব্যবধান রয়েছে পূর্ব ও পশ্চিমের মধ্যকার দূরত্বের মাঝে।” [১]"
সহিহ ফাযায়েলে আমল,২১,সহিহ হাদিস,,‘উবাদাহ ইবনু সামিত (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ্ (সাঃ) বলেছেন: যে ব্যক্তি এ সাক্ষ্য দেয় যে, “আল্লাহ্ ছাড়া কোন ইলাহ্ নেই এবং মুহাম্মাদ (সাঃ) আল্লাহর রাসূল” আল্লাহ্ তার উপর জাহান্নামের আগুন হারাম করে দেন। [১]"
সহিহ ফাযায়েলে আমল,২২,হাসান হাদিস,,বর্ণনাকারী থেকে বর্ণিত:,"“নাবী (সাঃ) বলেন: যে কোন বান্দা এ সাক্ষ্য দেয় যে, আল্লাহ্ ছাড়া কোন ইলাহ্ নেই এবং মুহাম্মাদ আল্লাহ্‌র রাসূল, আল্লাহ্ তাকে জাহান্নামের আগুনের জন্য হারাম করে দেন। তখন মু’আয (রাঃ) বললেন, হে আল্লাহর রাসূল! আমি কি লোকদেরকে এ সুসংবাদ জানিয়ে দিব না? তিনি (সাঃ) বললেন, তাহলে তারা এর উপরই ভরসা করে থাকবে (‘আমল ছেড়ে দেবে)। অতঃপর মু’আয (রাঃ) স্বীয় মৃত্যুর সময় (ইলম গোপন করার গুনাহের ভয়ে) এ হাদীস বর্ণনা করেন।”"
সহিহ ফাযায়েলে আমল,২৩,সহিহ লিগাইরিহি,,আবূ ‘আমরাহ আল-আনসারী (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাঃ) বলেছেন : আমি সাক্ষ্য দিচ্ছি যে, আল্লাহ ছাড়া কোন ইলাহ নেই এবং আমি সাক্ষ্য দিচ্ছি যে, আমি আল্লাহর রাসূল। আর আমি আল্লাহর নিকট সাক্ষ্য দিচ্ছি- যে কোন বান্দা এ (কালেমা) দু’টির প্রতি ঈমান রেখে আল্লাহর সাথে সাক্ষাৎ করবে, এ দুটো অবশ্যই তার জন্য ক্বিয়ামাতের দিন জাহান্নামের আগুন থেকে আড়াল হবে। [১]"
সহিহ ফাযায়েলে আমল,২৪,সহিহ হাদিস,,মু‘আয ইবনু জাবাল (রাঃ) থেকে বর্ণিত:,"নাবী (সাঃ) বলেছেন : যে কোন ব্যক্তি এই অবস্থায় মৃত্যুবরণ করবে যে, সে খাঁটি অন্তরে এই সাক্ষ্য দেয় যে, “আল্লাহ ছাড়া কোন ইলাহ নেই এবং আমি আল্লাহর রাসূল”- আল্লাহ তাকে অবশ্যই ক্ষমা করে দিবেন। [১]"
সহিহ ফাযায়েলে আমল,২৫,সহিহ হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাঃ) বলেছেন : “যে ব্যক্তি এমন অবস্থায় দুনিয়া থেকে বিদায় নিলো যে, সে আল্লাহর প্রতি আন্তরিক ও মুখলেস ছিল, যিনি অদ্বিতীয়, যার কোন শরীক নেই, এবং সলাত ক্বায়িম করেছে, যাকাত দিয়েছে। সে তো এরূপ অবস্থায় বিদায় নিলো যে, আল্লাহ তার প্রতি সন্তষ্ট। এটাই হলো আল্লাহর দ্বীন, যা নিয়ে রাসূলগণ আগমন করেছিলেন এবং তাদের রবের পক্ষ হতে প্রচার করেছেন।"
সহিহ ফাযায়েলে আমল,২৬,সহিহ হাদিস,,ইবনু ‘আব্বাস (রাঃ) থেকে বর্ণিত:,"একদা কিছু সংখ্যক মুশরিক লোক যারা মুশরিক অবস্থায় ব্যাপকহারে হত্যাযজ্ঞ চালিয়েছে এবং যেনা-বাভিচারে লিপ্ত হয়েছে তারা মুহাম্মাদ (সাঃ)-এর নিকট এসে বললো : আপনি যা বলেন এবং যে দিকে আহ্বান করেন তা খুবই উত্তম। তবে আমাদেরকে বলুন, অতীত জীবনে আমরা যে সমস্ত মন্দ কাজ করেছি তা মুছে যাবে কিনা? (তাহলে আমরা ইসলাম গ্রহণ করবো)। তখন এ আয়াত অবতীর্ণ হলো : “যে সমস্ত লোক আল্লাহ্ ছাড়া অন্য কাউকে ইলাহ্ মানেনা, আল্লাহর হারাম করা কোন প্রাণকে অকারণে হত্যা করে না এবং যেনা করে না। যারা ঐসব কাজে লিপ্ত হবে তারা নিজেদের পাপের প্রতিফল পাবে”- (সূরাহ্ আল-ফুরক্বান : ৬৮)। আরো অবতীর্ণ হলো : “হে আমার বান্দাগণ! যারা নিজেদের ওপর বাড়াবাড়ি করেছো, তারা আল্লাহর রহমাত থেকে নিরাশ হয়ো না। নিঃসন্দেহে আল্লাহ্ সমস্ত গুনাহ ক্ষমা করে দিবেন, তিনি তো ক্ষমাশীল”- (সূরাহ্ আয-যুমার : ৫৩)"
সহিহ ফাযায়েলে আমল,২৭,সহিহ হাদিস,,‘আমার ইবনু ‘আবাসাহ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, একদা অত্যন্ত বৃদ্ধ একটি লোক তার লাঠির উপর ভর করে নাবী (সাঃ)-এর নিকট এসে বললো, হে আল্লাহর রাসূল! (কাফির অবস্থায়) আমি বহু ওয়াদা ভঙ্গ করেছি এবং অসংখ্য পাপ কাজ করেছি, সুতরাং আমার ক্ষমার ব্যবস্থা আছে কি? তিনি (সাঃ) জবাবে বললেন : তুমি কি এ সাক্ষ্য দাও না যে, আল্লাহ্ ছাড়া কোন ইলাহ্ নেই? লোকটি বললো, হ্যাঁ, আর আমি এ সাক্ষ্যও দেই যে, আপনি আল্লাহর রাসূল। নাবী (সাঃ) বললেন : তাহলে তো তোমার সমস্ত ওয়াদা ভঙ্গ ও গুনাহসমূহ ক্ষমা করে দেয়া হয়েছে।"
সহিহ ফাযায়েলে আমল,২৮,সহিহ হাদিস,,ইবনু শিমাসাহ আল-মাহরী (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, ‘আমর ইবনুল ‘আস (রাঃ) যখন মৃত্যু শয্যায় ছিলেন, আমরা তাঁর কাছে উপস্থিত হলাম। তিনি দীর্ঘক্ষণ ধরে কাঁদলেন এবং দেয়ালের দিকে মুখ ফিরিয়ে ভাবছিলেন। তার ছেলে বলতে লাগলো, হে আব্বা, রাসূলুল্লাহ্ (সাঃ) কি আপনাকে এই সুসংবাদ দেননি? রাসূলুল্লাহ্ (সাঃ) কি আপনাকে এরূপ সুসংবাদ দেননি? বর্ণনাকারী বলেন, তখন তিনি মুখ ফিরিয়ে বললেন, অবশ্যই আমরা যা কিছু পুঁজি সঞ্চয় করেছি তন্মধ্যে “আল্লাহ্ ছাড়া কোন ইলাহ্ নেই এবং মুহাম্মাদ (সাঃ) আল্লাহর রাসূল”- সবচেয়ে উত্তম সঞ্চয়। আমি আমার জীবনে তিনটি পর্যায় অতিক্রম করে এসেছি। (প্রথম পর্যায়) আমি রাসূলুল্লাহ্ (সাঃ)-এর প্রতি আমার চেয়ে অধিক বিদ্বেষ পোষণ করতে আর কাউকে দেখিনি। তখন আমার ইচ্ছা ছিল যে, যদি আমি সুযোগ পাই তাহলে তাঁকে হত্যা করে মনের ঝাল মেটাব। (দ্বিতীয় পর্যায় হলো) অতঃপর যখন আল্লাহ্ আমার অন্তরে ইসলামের প্রেরণা ঢেলে দিলেন, আমি নাবী (সাঃ)-এর কাছে এসে বললাম, আপনার ডান হাত প্রসারিত করুন। আমি আপনার কাছে বাই’আত করবো। তিনি তাঁর ডান হাত প্রসারিত করলে আমি আমার হাতখানা টেনে নিলাম। তিনি আমাকে জিজ্ঞেস করলেন, হে ‘আমর! তোমরা কি হয়েছে? আমি বললাম, আমি কিছু শর্ত করতে চাই। তিনি বললেন : তুমি কি শর্ত করতে চাও। আমি বললাম, আমি এই শর্ত করতে চাই যে, আমাকে ক্ষমা করা হোক। তিনি বললেন : হে ‘আমর! তুমি জান না ইসলাম পূর্বেকার সমস্ত অপরাধ ধ্বংস করে দেয়? অনুরূপভাবে হিজরাত ও হাজ্জের দ্বারাও পূর্বের সমস্ত অপরাধ ধ্বংস হয়ে যায়? তখন থেকে রাসূলুল্লাহ্ (সাঃ)-এর চেয়ে অন্য কোন ব্যক্তি আমার কাছে অধিক প্রিয় ছিলো না। তার ব্যক্তিত্ব ও মর্যাদার এমনি এক প্রভাব ছিলো যে, আমি কখনো তাঁর চেহারার দিকে তাকিয়ে স্থির থাকতে পারতাম না। যদি কেউ আমাকে তাঁর দৈহিক সৌষ্ঠবের বর্ণনা করার জন্য অনুরোধ করতো তাও আমার দ্বারা সম্বব হতো না। যদি এ অবস্থায় আমার মৃত্যু হতো তাহলে আমি আশা করতে পারতাম যে, আমি জান্নাতবাসীদের অন্তর্ভূক্ত। (তৃতীয় পর্যায় হলো) অতঃপর আমার ওপর বিভিন্ন কাজের দায়িত্ব ন্যাস্ত হলো। আমি অবগত নই যে, এগুলোর মধ্যে আমার অবস্থা কেমন?। [১]"
সহিহ ফাযায়েলে আমল,২৯,সহিহ হাদিস,,হাকিম ইবনু হিযাম (রাঃ) থেকে বর্ণিত:,"আমি রাসূলুল্লাহ্ (সাঃ)-কে জিজ্ঞেস করলাম, যে আল্লাহর রাসূল! আমাকে বলুন, জাহিলী যুগে ভাল কাজ মনে করে আমি যে দান-খয়রাত করেছি, দাস মুক্ত করেছি বা আত্মীয়তার সম্পর্ক রক্ষা করেছি, তার জন্য কোন প্রতিদান পাওয়া যাবে কি? তখন রাসূলুল্লাহ্ (সাঃ) বললেন : তুমি অতীত জীবনে যে সব সাওয়াবের কাজ করেছো তা সহকারেই তুমি মুসলিম হয়েছো। [১]"
