বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
মিশকাতে জয়িফ হাদিস,১১,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, আমার উম্মতের মধ্যে দুই রকমের লোক রয়েছে, তাদের জন্য ইসলামে কোন অংশ নেই; তারা হল মুর্জিয়া ও ক্বাদারিয়া। তাহক্বীক : যঈফ।"
মিশকাতে জয়িফ হাদিস,১২,দুর্বল হাদিস,,ওমর (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, তোমরা ক্বাদারিয়াদের সাথে উঠা-বসা করা না এবং তাদেরকে বিচারক নিযুক্ত কর না। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,১৩,দুর্বল হাদিস,,আয়েশা (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, ছয় ব্যক্তির উপর আমি অভিশম্পাত করি এবং আল্লাহও তাদের প্রতি লা’নত করেন। আর প্রত্যেক নবীর দু’আই কবুল করা হয়। (১) যে ব্যক্তি আল্লাহর কিতাবে কিছু অতিরিক্ত যোগ করে (২) যে ব্যক্তি তাক্বদীরে অবিশ্বাস করে (৩) যে ব্যক্তি এই উদ্দেশ্যে জোর করে ক্ষমতা দখল করে যে, আল্লাহ যাকে অপমান করেছেন তাকে সে যেন সম্মান দান করতে পারে এবং আল্লাহ যাকে সম্মান দান করেছেন তাকে যেন অপমান করতে পারে (৪) যে ব্যক্তি আল্লাহর ঘর মক্কায় এমন কাজ করে, যা তথায় করা আল্লাহ হারাম করেছেন। (৫) আমার বংশে যে ব্যক্তি আল্লাহ তা'আলার করা কোন হারাম কাজকে হালাল করে এবং (৬) যে ব্যক্তি আমার সুন্নাত পরিত্যাগ করে। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,১৪,দুর্বল হাদিস,,আয়েশা (রাঃ) থেকে বর্ণিত:,"আমি রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-কে বলতে শুনেছি, যে তাক্বদীর সম্পর্কে কিছু আলোচনা করবে, কিয়ামতের দিনে তাকে সে সম্পর্কে জিজ্ঞেস করা হবে। পক্ষান্তরে যে ব্যক্তি সে সম্পর্কে আলোচনা করবে না। তাকে প্রশ্নও করা হবে না। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,১৫,দুর্বল হাদিস,,আলী (রাঃ) থেকে বর্ণিত:,"একদিন খাদীজা (রাঃ) জাহেলী যুগে তার যে দু’টি সন্তান মৃত্যুবরণ করেছিল তাদের সম্পর্কে নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-কে জিজ্ঞেস করলেন, উত্তরে তিনি বললেন, তারা উভয়ে জাহান্নামে রয়েছে। আলী (রাঃ) বলেন, রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) যখন খাদীজার চেহারায় অসন্তোষের ভাব লক্ষ্য করলেন, তখন তিনি বললেন, তুমি যদি জাহান্নামে তাদের অবস্থান দেখতে, তবে তুমিও তাদেরকে ঘৃণা করতে। অতঃপর খাদীজা (রাঃ) জিজ্ঞেস করলেন, আপনার পক্ষের আমার যে সন্তান মারা গেছে তার অবস্থা কী? তিনি বললেন, সে জান্নাতে আছে। অতঃপর রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বললেন, মুমিনগণ ও তাদের সন্তানগণ জান্নাতে থাকবে এবং কাফের, মুশরিক ও তাদের সন্তানরা থাকবে জাহান্নামে। অতঃপর রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) কুরআনের এই আয়াত পাঠ করলেন, ‘যারা ঈমান এনেছে এবং তাদের সন্তানরা তাহাদের অনুসরণ করবে’। তাহক্বীক্ব : যঈফ, মুনকার। এর সনদে মুহাম্মাদ বিন ওছমান নামে একজন অপরিচিত রাবী আছে।"
মিশকাতে জয়িফ হাদিস,১৬,দুর্বল হাদিস,,উবাই ইবনু কা’ব (রাঃ) থেকে বর্ণিত:,"উবাই ইবনু কা’ব (রাঃ) নিম্নোক্ত আয়াতের ব্যাখ্যায় বলেন, ‘যখন তোমার প্রতিপালক আদম সন্তানদের পিঠ হতে তাদের সন্তানদের বের করলেন’ অর্থাৎ আল্লাহ তা’আলা তাদের একত্রিত করলেন এবং তাদেরকে বিভিন্নরূপে গঠন করতে চাইলেন। অতঃপর তাদের আকৃতি দান করলেন এবং কথা বলার শক্তি দিলেন। ফলে তারা কথা বলতে পারল । অতঃপর আল্লাহ তা'আলা তাদের নিকট হতে প্ৰতিজ্ঞা গ্ৰহণ করলেন এবং তাদেরকে নিজেদের সম্পর্কে সাক্ষী করলেন। তাদেরকে জিজ্ঞেস করলেন, আমি কি তোমাদের প্রতিপালক নই? তারা বলল, হ্যাঁ; অতঃপর আল্লাহ তা'আলা বললেন, আমি তোমাদের এ কথার উপর সাত আসমান ও সাত যমীনকে সাক্ষী করছি এবং তোমাদের উপর তোমাদের পিতাকেও সাক্ষী করছি; তোমরা যেন কাল কিয়ামতের দিন এ কথা বলতে না পার যে, এটা আমরা জানতাম না। তোমরা জেনে রাখা যে, আমি ব্যতীত কোন মা’বূদ নেই এবং আমি ব্যতীত তোমাদের কোন প্রতিপালক নেই। সুতরাং তোমরা আমার সাথে কাউকে শরীক কর না। অতঃপর আমি তোমাদের প্রতি আমার রাসূলগণকে পাঠাব, তাঁরা তোমাদেরকে আমার এই অঙ্গীকার স্মরণ করিয়ে দিবেন। এতদ্ব্যতীত আমি তোমাদের প্রতি আমার কিতাব নাযিল করব। তখন তারা বলল, আমরা ঘোষণা করছি যে, নিশ্চয় আপনি আমাদের প্রতিপালক ও আমাদের মা’বূদ, আপনি ব্যতীত আমাদের কোন প্রতিপালক নেই, আপনি ব্যতীত আমাদের কোন মা’বূদ নেই। তারা এটা স্বীকার করল। অতঃপর আদম (আঃ)-কে তাদের উপর উঠিয়ে ধরা হল, তিনি সকলকে দেখতে লাগলেন। তিনি দেখলেন তার মধ্যে ধনী-দরিদ্র, সুন্দর-অসুন্দর সবই আছে। তিনি বললেন, হে আল্লাহ! যদি আপনি এদের সকলকে সমান করতেন? আল্লাহ তা’আলা বললেন, আমি চাই এই প্ৰভেদের মাধ্যমে আমার কৃতজ্ঞতা প্রকাশ করা হোক। এভাবে তিনি নবীগণকে দেখলেন, সকলের মধ্যে তাঁরা চেরাগ সমতুল্য, তাদের উপর আলো ঝলমল করছে। তাঁরা নবুঅত ও রিসালাত-এর কর্তব্য পালন সম্পর্কে বিশেষ অংগীকারেও আবদ্ধ হয়েছেন। আল্লাহ তা'আলা বলেন, ‘আমি নবীদের নিকট হতে তাদের অংগীকার গ্রহণ করলাম ঈসা ইবনু মারইয়াম পর্যন্ত’। অতঃপর উবাই (রাঃ) বলেন, সে সকল রূহের মধ্যে ঈসা (আঃ)-এর রূহও ছিল; আল্লাহ তা'আলা তা মারিয়াম (আঃ)-এর নিকট প্রেরণ করলেন। উবাই (রাঃ) হতে এটাও বর্ণিত আছে যে, সেই রূহ মারিয়াম (আঃ)-এর মুখ দিয়ে প্রবেশ করেছিল। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,১৭,দুর্বল হাদিস,,আবু দারদা (রাঃ) থেকে বর্ণিত:,"একদিন আমরা রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-এর সাথে ছিলাম এবং দুনিয়াতে যা কিছু হচ্ছে সে সম্পর্কে আলোচনা করছিলাম। তখন তিনি বলেন, তোমরা যখন শুনবে যে, কোন পাহাড় তার জায়গা হতে চলে গেছে তখন সেটা বিশ্বাস করবে; কিন্তু যখন শুনবে যে কোন লোক তার স্বভাব পরিবর্তন করেছে তখন তা বিশ্বাস করবে না। কারণ যার উপর তাকে সৃষ্টি করা হয়েছে সে দিকেই প্রত্যাবর্তন করবে । তাহক্বীক্ব : যঈফ। উক্ত হাদীসের সনদে যুহরী নামক রাবী আছে। সে আবু দারদা (রাঃ)-এর যুগ পায়নি। তাই বিচ্ছিন্নতার কারণে যঈফ।"
মিশকাতে জয়িফ হাদিস,১৮,দুর্বল হাদিস,,উম্মু সালামা (রাঃ) থেকে বর্ণিত:,"একদিন তিনি রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-কে বললেন, হে আল্লাহ্‌র রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)! আপনি বিষ মিশানো বকরীর যে গোশত খেয়েছিলেন তার কারণে প্রত্যেক বছরেই আপনাকে কষ্ট পেতে হয়। তিনি বললেন, আমার কাছে তার কোন কষ্ট পৌঁছে না; কিন্তু কেবল তা-ই পৌঁছে, যা আমার জন্য নির্ধারিত হয়েছে। অথচ আদম (আঃ) তখন মাটির মধ্যেই ছিলেন। তাহক্বীক্ব : যঈফ। আবুবকর আনসী নামক রাবী দুর্বল। তার বর্ণিত হাদীসগুলো ছহীহ হাদীসের বিরোধী।"
মিশকাতে জয়িফ হাদিস,১৯,দুর্বল হাদিস,,আবু সাঈদ (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, কাফেরের জন্য কবরে ৯৯টি সাপ নির্ধারণ করা হয়। সেগুলো তাকে কিয়ামত পর্যন্ত কামড়াতে ও দংশন করতে থাকে। যদি একটি সাপ যমীনে নিঃশ্বাস ফেলে, তাহলে যমীনে কখনো শস্য জন্মাবে না। তিরমিযীর বর্ণনায়, ৭০ টির কথা এসেছে । তাহক্বীক্ব : যঈফ। এর সনদে দার্রাজ আবুস সামহে নামক একজন মুনকার রাবী আছে। ইমাম তিরমিযী (রহঃ) হাদিছটি যে সনদে বর্ণনা করেছেন তার মধ্যে দুইজন দুর্বল রাবী আছে।"
মিশকাতে জয়িফ হাদিস,২০,দুর্বল হাদিস,,জাবের (রাঃ) থেকে বর্ণিত:,"সা’দ ইবনু মু’আয (রাঃ) যখন মারা যান, আমরা রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-এর সাথে তাঁর জানাযায় হাযির হলাম। রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) জানাযা পড়ার পর তাকে যখন কবরে রাখা হল এবং মাটি সমান করে দেওয়া হল, তখন রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) সেখানে তাসবীহ পাঠ করলেন; আমরাও তাঁর সাথে দীর্ঘ সময় তাসবীহ পাঠ করলাম। অতঃপর তিনি তাকবীর বললেন। আমরাও তাকবীর বললাম। এ সময় রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-কে জিজ্ঞেস করা হল, আপনি কেন এরূপ তাসবীহ ও তাকবীর বললেন? তিনি বললেন, এই নেক ব্যক্তির কবর অত্যন্ত সংকীর্ণ হয়ে গিয়েছিল। এতে আল্লাহ্‌ তা’আলা তার কবরকে প্রশস্ত করে দিলেন। তাহক্বীক্ব : যঈফ। এর সনদে মাহমূদ ইবনু আব্দুর রহমান নামে একজন অপরিচিত রাবী আছে।"
,,,,,
মিশকাতে জয়িফ হাদিস,২১,দুর্বল হাদিস,,রবী’আ জুরাশী (রাঃ) থেকে বর্ণিত:,"নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম)-এর নিকট কতক ফেরেশতা আসল এবং তাকে বললেন, আপনার চোখ ঘুমাতে থাক, আপনার কান শুনতে থাক, আপনার হৃদয় উপলব্ধি করতে থাক। নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বললেন, অতঃপর আমার চোখ দু’টি ঘুমাল, আমার কান দু’টি শুনল, আমার হৃদয় উপলব্ধি করল। তিনি বলেন, তখন আমাকে বলা হল একজন মহৎ ব্যক্তি ঘর তৈরী করলেন এবং তাতে খানার আয়োজন করলেন। অতঃপর একজন আহবানকারী পাঠালেন। তখন যে ব্যক্তি আহবানকারীর ডাকে সাড়া দিল, সে ঘরে প্রবেশ করতে পারল, খেতে পারল। আর মালিকও তার প্রতি সন্তুষ্ট হল। পক্ষান্তরে যে ব্যক্তি তার আহবানে সাড়া দিল না সে ঘরে প্রবেশ করতে পারল না, খেতেও পারল না এবং মালিকও তার প্রতি সন্তুষ্ট হল না। অতঃপর ফেরেশতা বললেন, মালিক হল আল্লাহ্‌, আহবানকারী মুহাম্মদ (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম), ঘর হল ইসলাম এবং খানা হল জান্নাত। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,২২,দুর্বল হাদিস,,ইরবায ইবনু সারিয়াহ (রাঃ) থেকে বর্ণিত:,"একদিন রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) দাঁড়ালেন এবং বললেন, তোমাদের মধ্যে কেউ কি তার গদিতে ঠেস দিয়ে এ কথা মনে করবে যে, আল্লাহ যা এই কুরআনে হারাম করেছেন তা ব্যতীত আর কিছুই হারাম করেননি। তোমরা জেনে রাখ, আমি কসম করে বলছি, নিশ্চয় আমি তোমাদের অনেক বিষয়ে নির্দেশ করেছি, উপদেশ দিয়েছি এবং অনেক বিষয় নিষেধও করেছি। আমার এরূপ বিষয়ও নিশ্চয় কুরআনের বিষয়ের সমান; বরং তা হতেও অধিক হবে। তোমরা মনে রাখবে যে, অনুমতি ব্যতীত আহলে কিতাব যিম্মিদের বসত ঘরে প্রবেশ করা, তাদের নারীদের প্রহার করা এবং তাদের ফল শস্য খাওয়াকেও তোমাদের জন্য হালাল করিনি। যদি তারা তাদের উপর নির্ধারিত কর আদায় করে দেয়। (অথচ এসব বিষয় কুরআনে নেই)। তাহক্বীক্ব : যঈফ।"
মিশকাতে জয়িফ হাদিস,২৩,দুর্বল হাদিস,,আব্দুল্লাহ ইবনু আমর (রাঃ) থেকে বর্ণিত:,"রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়াসাল্লাম) বলেছেন, কোন ব্যক্তি মুমিন হতে পারবে না, যতক্ষণ তার প্রবৃত্তি আমি যা এনেছি তার অধীনে না হবে। তাহক্বীক্ব : যঈফ। উক্ত হাদীসের সনদে নাঈম ইবনু হাম্মাদ নামে দুর্বল রাবী আছে। ইমাম নববী তাকে ছহীহ বললেও তা ভুলবশত হয়েছে।"
