বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
হাদিস সম্ভার,১১,সহিহ হাদিস,,আবূ হুরাইরাহ (রাঃ) থেকে বর্ণিত:,"নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেন, “সাতটি সর্বনাশী কর্ম হতে দূরে থাক।” সকলে বলল, ‘হে আল্লাহর রসূল! তা কী কী?’ তিনি বললেন, “আল্লাহর সাথে শির্ক করা, যাদু করা, ন্যায় সঙ্গত অধিকার ছাড়া আল্লাহ যে প্রাণ হত্যা করা হারাম করেছেন তা হত্যা করা, সূদ খাওয়া, এতীমের মাল ভক্ষণ করা, (যুদ্ধক্ষেত্র হতে) যুদ্ধের দিন পলায়ন করা এবং সতী উদাসীনা মুমিনা নারীর চরিত্রে মিথ্যা অপবাদ দেওয়া।” (বুখারী ২৭৬৬, ৬৮৫৭, মুসলিম ২৭২নং, আবূ দাঊদ, নাসাঈ)"
হাদিস সম্ভার,১২,সহিহ হাদিস,,আবূ হুরাইরা (রাঃ) থেকে বর্ণিত:,"“তোমার নিকটতম স্বজনবর্গকে তুমি সতর্ক ক’রে দাও।” (শুআ’রাঃ২১৪) এই আয়াত যখন অবতীর্ণ হল, তখন রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) তাঁর আত্মীয় ও বংশকে সম্বোধন করে বললেন, “হে কুরাইশদল! তোমরা আল্লাহর নিকট নিজেদেরকে বাঁচিয়ে নাও, আমি তোমাদের ব্যাপারে আল্লাহর নিকট কোন উপকার করতে পারব না। হে বানী আব্দুল মুত্তালিব! আমি আল্লাহর দরবারে তোমাদের কোন উপকার করতে পারব না। হে (চাচা) আব্বাস বিন আব্দুল মুত্তালিব! আমি আল্লাহর দরবারে আপনার কোন কাজে আসব না। হে আল্লাহর রসূলের ফুফু সাফিয়্যাহ! আমি আপনার জন্য আল্লাহর দরবারে কোন উপকারে আসব না। হে আল্লাহর রসূলের বেটী ফাতেমা! আমার কাছে যে ধন-সম্পদ চাইবে চেয়ে নাও, আমি আল্লাহর কাছে তোমার কোন উপকার করতে পারব না।” (বুখারী ৩৫২৭, মুসলিম ৫২২, ৫২৫নং)"
হাদিস সম্ভার,১৩,সহিহ হাদিস,,ইবনে আব্বাস থেকে বর্ণিত:,"একদা এক ব্যক্তি কোন ব্যাপারে তাঁকে বলল, ‘আল্লাহ ও আপনি যা চেয়েছেন (তাই হয়েছে)।’ তা শুনে তিনি বললেন, “তুমি তো আল্লাহর সঙ্গে আমাকে শরীক (বা সমকক্ষ) করে ফেললে! না, বরং আল্লাহ একাই যা চেয়েছেন, তাই হয়েছে।” (আহমদ ১৮৩৯, বুখারীর আদব ৭৮৩, ইবনে মাজাহ ২১১৭, বাইহাক্বী ৫৬০৩, সিঃ সহীহাহ ১৩৯নং)"
হাদিস সম্ভার,১৪,সহিহ হাদিস,,উবাদাহ বিন স্বামেত থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “মরণের পূর্বে কখনই তোমরা তোমাদের প্রতিপালককে দেখতে পাবে না।” (আহমদ ২২৭৬৪, নাসাঈর কুবরা ৭৭৬৪, সহীহুল জামে’ ২৪৫৯নং)"
হাদিস সম্ভার,১৫,সহিহ হাদিস,,উমর (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমরা আমাকে নিয়ে (আমার তা’যীমে) বাড়াবাড়ি করো না, যেমন খ্রিষ্টানরা ঈসা ইবনে মারয়্যামকে নিয়ে করেছে। আমি তো আল্লাহর দাস মাত্র। অতএব তোমরা আমাকে আল্লাহর দাস ও তাঁর রসূলই বলো।” (বুখারী ৩৪৪৫,, মিশকাত ৪৮৯৭ নং)"
হাদিস সম্ভার,১৬,সহিহ হাদিস,,আবূ হুরাইরা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “---কিয়ামতে লোকেরা সবাই সুপরিশের জন্য আদম, নুহ, ইব্রাহীম, মূসা ও ঈসা নবীর কাছে যাবে। তাঁরা একে একে সকলে ওযর পেশ করলে অবশেষে লোকেরা শেষনবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -এর কাছে এসে বলবে, ‘হে মুহাম্মদ! আপনি আল্লাহর রসূল। আপনি আখেরী নবী। আল্লাহ আপনার পূর্বাপর যাবতীয় গুনাহ মাফ করে দিয়েছেন। অতএব আপনি আমাদের জন্য আপনার প্রতিপালকের কাছে সুপারিশ করুন। আপনি কি দেখছেন না, আমরা কি (ভয়াবহ) দুঃখ ও যন্ত্রণা ভোগ করছি।’ তখন তিনি চলে যাবেন এবং আরশের নীচে তাঁর প্রতিপালকের জন্য সিজদাবনত হবেন। অতঃপর আল্লাহ তাঁর প্রশংসা ও গুণগানের জন্য তাঁর হৃদয়কে এমন উন্মুক্ত করে দেবেন, যেমন ইতিপূর্বে আর কারো জন্য করেননি। অতঃপর আল্লাহ বলবেন, ‘হে মুহাম্মদ! মাথা উঠাও, চাও, তোমাকে দেওয়া হবে। সুপারিশ কর, গ্রহণ করা হবে।’ তখন শেষনবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) মাথা উঠিয়ে বলবেন, “আমার উম্মতকে (রক্ষা করুন) হে আমার প্রতিপালক! আমার উম্মতকে (রক্ষা করুন) হে প্রতিপালক! আমার উম্মতকে (রক্ষা করুন) হে প্রতিপালক!” (বুখারী ৩৩৪০, মুসলিম ৫০১নং)"
হাদিস সম্ভার,১৭,সহিহ হাদিস,,ইবনে আব্বাস (রাঃ) থেকে বর্ণিত:,"আমি একদা (সওয়ারীর উপর) রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -এর পিছনে (বসে) ছিলাম। তিনি বললেন, “ওহে কিশোর! আমি তোমাকে কয়েকটি (গুরুত্বপূর্ণ কথা শিক্ষা দেব (তুমি সেগুলো স্মরণ রেখো)। তুমি আল্লাহর (বিধানসমূহের) রক্ষণাবেক্ষণ কর (তাহলে) আল্লাহও তোমার রক্ষণাবেক্ষণ করবেন। তুমি আল্লাহর (অধিকারসমূহ) স্মরণ রাখো, তাহলে তুমি তাঁকে তোমার সম্মুখে পাবে। যখন তুমি চাইবে, তখন আল্লাহর কাছেই চাও। আর যখন তুমি সাহায্য প্রার্থনা করবে, তখন একমাত্র আল্লাহর কাছেই সাহায্য প্রার্থনা কর। আর এ কথা জেনে রাখ যে, যদি সমগ্র উন্মত তোমার উপকার করার জন্য একত্রিত হয়ে যায়, তবে ততটুকুই উপকার করতে পারবে, যতটুকু আল্লাহ তোমার (ভাগ্যে) লিখে রেখেছেন। আর তারা যদি তোমার ক্ষতি করার জন্য একত্রিত হয়ে যায়, তবে ততটুকুই ক্ষতি করতে পারবে যতটুকু আল্লাহ তোমার (ভাগ্যে) লিখে রেখেছেন। কলমসমূহ উঠিয়ে নেওয়া হয়েছে এবং খাতাসমূহ (ভাগ্যলিপি) শুকিয়ে গেছে।” (তিরমিযী ২৫১৬নং)"
হাদিস সম্ভার,১৮,সহিহ হাদিস,,আনাস বিন মালেক থেকে বর্ণিত:,"নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) কোন উৎকণ্ঠা ও দুশ্চিন্তায় পড়লে বলতেন, “হে চিরঞ্জীব! হে অবিনশ্বর! আমি তোমার রহমতের অসীলায় (তোমার নিকট) সাহায্যের আবেদন করছি।” (তিরমিযী ৩৫২৪নং)"
হাদিস সম্ভার,১৯,সহিহ হাদিস,,আবূ সাঈদ খুদরী থেকে বর্ণিত:,"নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমরা আমাকে বিশ্বাস কর না কি? অথচ আমি তাঁর নিকট বিশ্বস্ত যিনি আকাশে আছেন। আমার নিকট সকাল ও সন্ধ্যায় আকাশের খবর আসে।” (বুখারী ৪৩৫১, মুসলিম ২৫০০নং)"
হাদিস সম্ভার,২০,সহিহ হাদিস,,আবূ হুরাইরা (রাঃ) থেকে বর্ণিত:,"আল্লাহর রসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “ঈমান সত্তর বা ষাটের অধিক শাখাবিশিষ্ট; যার উত্তম (ও প্রধান) শাখা ‘লা ইলা-হা ইল্লাল্লাহ’ (আল্লাহ ছাড়া কোন সত্য উপাস্য নেই) বলা এবং সবচেয়ে ক্ষুদ্র শাখা পথ হতে কষ্টদায়ক বস্তু অপসারণ করা। আর লজ্জাশীলতা ঈমানের অন্যতম শাখা।” (মুসলিম ১৬২নং)"
হাদিস সম্ভার,২১,সহিহ হাদিস,,ইবনে আব্বাস (রাঃ) থেকে বর্ণিত:,"এক ব্যক্তি রসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -এর নিকট এসে তাঁকে বলল, ‘আল্লাহ ও আপনার ইচ্ছা।’ তিনি বললেন, “তুমি কি আমাকে আল্লাহর শরীক (ও সমকক্ষ) করে ফেললে? বল, ‘একমাত্র আল্লাহরই ইচ্ছা।” (বুখারীর আদাব ৭৮৩, নাসাঈর কুবরা ১০৮২৫, বাইহাক্বী ৫৬০৩, ত্বাবারানী ১২৮২৯নং)"
হাদিস সম্ভার,২২,সহিহ হাদিস,,মুআবিয়া বিন হাকাম সুলামী থেকে বর্ণিত:,"তিনি বলেন, উহুদ ও জাওয়ানিয়্যাহর মধ্যবর্তী জায়গায় আমার কিছু ছাগল ছিল, যার দেখাশোনা করত আমারই এক ক্রীতদাসী। একদা সে পাল ছেড়ে দিলে অকস্মাৎ এক নেকড়ে এসে একটি ছাগল নিয়ে চম্পট দেয়। আমি আদম সন্তানের অন্যতম মানুষ, মনস্তাপ ও ক্রোধে দাসীকে চপেটাঘাত করলাম। অতঃপর নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -এর নিকট এসে সে কথার উল্লেখ করলে তিনি তা আমার জন্য বড় গুরুতর মনে করলেন। আমি বললাম, ‘হে আল্লাহর রসূল! আমি ওকে মুক্ত করে দেব না কি?’ তিনি বললেন, “ওকে ডাকো।” আমি ওকে ডেকে আনলে তিনি ওকে প্রশ্ন করলেন, “আল্লাহ কোথায়?” দাসীটি বলল, ‘আকাশে।’ তিনি আবার প্রশ্ন করলেন, “আমি কে?” সে বলল, ‘আপনি আল্লাহর রসূল।’ তিনি বললেন, “ওকে মুক্ত করে দাও; যেহেতু ও মুমিন নারী।” (মুসলিম ১২২৭, আবূ দাঊদ ৯৩১, নাসাঈড় কুবরা ১১৪১, প্রভৃতি)"
হাদিস সম্ভার,২৩,সহিহ হাদিস,,আৰু মূসা (রাঃ) থেকে বর্ণিত:,"আল্লাহর রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “নিশ্চয় আল্লাহ আয্‌যা অজাল্ল্‌ ঘুমান না এবং ঘুম তার জন্য শোভনীয় নয়। তিনি তুলাদণ্ড (রুযী অথবা মর্যাদা) নিম্ন করেন ও উত্তোলন করেন। তার প্রতি উখিত করা হয় দিনের আমলের পূর্বে রাতের আমল এবং রাতের আমলের পূর্বে দিনের আমল।” (মুসলিম ৪৬৫, ইবনে মাজাহ ১৯৫নং)"
হাদিস সম্ভার,২৪,সহিহ হাদিস,,আয়েশা (রাঃ) থেকে বর্ণিত:,"সেই আল্লাহর যাবতীয় প্রশংসা, যাঁর শ্রবণশক্তি সকল শব্দতে পরিব্যপ্ত। বিতণ্ডাকারী মহিলা রাসুল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -এর সাথে বাদানুবাদ করছিল এবং তার স্বামীর বিরুদ্ধে অভিযোগ পেশ করছিল। আমি ঘরের এক পাশে ছিলাম, আমি তার কথা শুনতে পাইনি, কিন্তু মহান আল্লাহ (সাত আসমানের উপর থেকে তার কথা শুনে নিয়ে) সূরা মুজাদিলাহ অবতীর্ণ করলেন। (ইবনে মাজাহ ১৮৮নং)"
হাদিস সম্ভার,২৫,সহিহ হাদিস,,আৰু হুরাইরা (রাঃ) থেকে বর্ণিত:,"আল্লাহ রাসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেন, “আল্লাহ ঐ দু’টি লোককে দেখে হাসেন, যাদের মধ্যে একজন অপরজনকে হত্যা করে এবং দু’জনই জান্নাতে প্রবেশ করবে।” লোকেরা বলল, ‘তা কীভাবে হে আল্লাহর রসূল?’ তিনি বললেন, “নিহত ব্যক্তিকে আল্লাহর পথে যুদ্ধ করা অবস্থায় (কোন কাফের কর্তৃক) হত্যা ক’রে দেওয়া হয়। পরে আল্লাহ তাআলা হত্যাকারী কাফেরকে তওবা করার তাওফীক প্রদান করেন। ফলে সে ইসলাম গ্রহণ ক’রে আল্লাহর রাস্তায় শহীদ হয়ে যায়।” (বুখারী ২৮২৬, মুসলিম ৫০০০-৫০০২ নং)"
হাদিস সম্ভার,২৬,সহিহ হাদিস,,ইবনে মাসঊদ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, একদা রাসুলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বললেন, সর্বশেষে যে ব্যক্তি জাহান্নাম থেকে বের হয়ে জান্নাতে প্রবেশ করবে তার সম্পর্কে অবশ্যই আমার জানা আছে। এক ব্যক্তি হামাগুড়ি দিয়ে (বা বুকে ভর দিয়ে) চলে জাহান্নাম থেকে বের হবে। তখন আল্লাহ আযযা অজাল্ল্‌ বলবেন, ‘যাও জান্নাতে প্রবেশ কর।’ তখন সে জান্নাতের কাছে এলে তার ধারণা হবে যে, জান্নাত পরিপূর্ণ হয়ে গেছে। ফলে সে ফিরে এসে বলবে ‘হে প্ৰভু! জান্নাত তো পরিপূর্ণ দেখলাম।’ আল্লাহ আয্‌যা অজাল্ল্‌ বলবেন, ‘যাও, জান্নাতে প্রবেশ কর।’ তখন সে জান্নাতের কাছে এলে তার ধারণা হবে যে, জান্নাত তো ভরে গেছে। তাই সে আবার ফিরে এসে বলবে, ‘হে প্ৰভু! জান্নাত তো ভরতি দেখলাম।’ তখন আল্লাহ আয্‌যা অজাল্ল্‌ বলবেন ‘যাও জান্নাতে প্রবেশ কর। তোমার জন্য থাকল পৃথিবীর সমতুল্য এবং তার দশগুণ (পরিমাণ বিশাল জান্নাত)! অথবা তোমার জন্য পৃথিবীর দশগুণ (পরিমাণ বিশাল জান্নাত রইল)!’ তখন সে বলবে, ‘হে প্ৰভু! তুমি কি আমার সাথে ঠাট্টা করছ? অথবা আমার সাথে হাসি-মজাক করছ অথচ তুমি বাদশাহ (হাসি-মজাক তোমাকে শোভা দেয় না)।’ ইবনে মাসঊদ (রাঃ) বলেন, তখন আমি রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -কে এমনভাবে হাসতে দেখলাম যে, তাঁর চোয়ালের দাঁতগুলি প্রকাশিত হয়ে গেল। (আমি তাঁকে জিজ্ঞাসা করলাম, ‘আপনি হাসলেন কেন হে আল্লাহর রসূল?’ তিনি বললেন, “রব্বুল আলমীনের হাসির কারণে। অতঃপর তিনি বলবেন, ‘আমি তোমার সাথে হাসি-মজাক করিনি। বরং আমি যা ইচ্ছা তাই করতে সক্ষম।’ তিনি বললেন, “এ হল সর্বনিম্ন মানের জান্নাতী।” (বুখারী ৬৫৭১, মুসলিম ৪৮১নং)"
হাদিস সম্ভার,২৭,সহিহ হাদিস,,আবূ রাযীন থেকে বর্ণিত:,"একদা নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বললেন, “আমাদের প্রতিপালক নিজ বান্দার নিকটে তার (মন্দ) অবস্থার পরিবর্তন করবেন তা সত্ত্বেও তার নিরাশ হওয়ার ব্যাপারে হাসেন।” আবূ রাযীন বললেন, ‘হে আল্লাহর রসূল! মহান প্রতিপালকও কি হাসেন?’ তিনি বললেন, “হ্যাঁ--!” আবূ রাযীন বললেন, ‘সেই প্রতিপালকের নিকট কল্যাণ অবর্তমান কক্ষনই পাব না, যিনি হাসেন।’ (আহমাদ ১৬১৮৭, ইবনে মাজাহ ১৮১, ত্বাবারানী ১৫৮০০, প্রমুখ সিলসিলাহ সহীহাহ ২৮১০নং)"
হাদিস সম্ভার,২৮,সহিহ হাদিস,,বর্ণনাকারী থেকে বর্ণিত:,"একদা আলী (রাঃ) সওয়ারীর উপর সওয়ার হয়ে নির্দিষ্ট দুআ পড়ার পর হাসলেন। তাঁকে জিজ্ঞাসা করা হল, ‘হে আমীরুল মু'মিনীন! আপনি হাসলেন কেন?’ তিনি বললেন, ‘আমি নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -কে দেখলাম, তিনি তাই করলেন, যা আমি করলাম। অতঃপর তিনি হাসলেন। আমি প্রশ্ন করলাম, ‘হে আল্লাহর রসূল! আপনি হাসলেন কেন?’ তিনি বললেন, “তোমার মহান প্রতিপালক তাঁর সেই বান্দার প্রতি আশ্চর্যান্বিত হন, যখন সে বলে, ‘ইগফির লী যুনূবী’ (অর্থাৎ, আমার গুনাহসমূহ ক্ষমা ক’রে দাও।) সে জানে যে, আমি (আল্লাহ) ছাড়া পাপরাশি আর কেউ মাফ করতে পারে না।” (আবূ দাঊদ ২৬০৪, তিরমিযী ৩৪৪৬নং)"
হাদিস সম্ভার,২৯,সহিহ হাদিস,,উকবাহ বিন আমের (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমাদের প্রতিপালক বিস্মিত হন পর্বত চূড়ায় সেই ছাগলের রাখালকে দেখে, যে নামাযের জন্য আযান দিয়ে (সেখানেই) নামায আদায় করে; আল্লাহ আযযা অজাল্ল্‌ বলেন, “তোমরা আমার এই বান্দাকে লক্ষ্য কর, (এমন জায়গাতেও) আযান দিয়ে নামায কায়েম করছে! সে আমাকে ভয় করে। আমি তাকে ক্ষমা ক’রে দিলাম এবং জান্নাতে প্রবেশ করালাম।” (আবূ দাঊদ ১২০৫, নাসাঈ ৬৬৬, সহীহ তারগীব ২৩৯ নং)"
হাদিস সম্ভার,৩০,সহিহ হাদিস,,আবূ হুরাইরা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “আমাদের প্রতিপালক আল্লাহ সেই সম্প্রদায়ের প্রতি বিস্মিত হন, যাদেরকে শিকলে বেঁধে বেহেশ্‌তে প্রবেশ করানো হবে।” (আহমাদ ৮০১৩, বুখারী ৩০১০, আবূ দাঊদ ২৬৭৯, সিলসিলাহ সহীহাহ ২৮৭৪নং)"
