বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
সুনানে ইবনে মাজাহ,৮১৩,,حَدَّثَنَا مُحَمَّدُ بْنُ الصَّبَّاحِ، أَنْبَأَنَا سُفْيَانُ، عَنْ أَيُّوبَ، عَنْ قَتَادَةَ، عَنْ أَنَسِ بْنِ مَالِكٍ، ح وَحَدَّثَنَا جُبَارَةُ بْنُ الْمُغَلِّسِ، حَدَّثَنَا أَبُو عَوَانَةَ، عَنْ قَتَادَةَ، عَنْ أَنَسِ بْنِ مَالِكٍ، قَالَ كَانَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ وَأَبُو بَكْرٍ وَعُمَرُ يَفْتَتِحُونَ الْقِرَاءَةَ بِـ {الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ},আনাস বিন মালিক (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) , আবূ বকর (রাঃ) ও উমার (রাঃ) “আলহামদু লিল্লাহি রাব্বিল আলামীন” দ্বারা কিরাআত শুরু করতেন। [৮১১]"
সুনানে ইবনে মাজাহ,৮১৪,,حَدَّثَنَا نَصْرُ بْنُ عَلِيٍّ الْجَهْضَمِيُّ، وَبَكْرُ بْنُ خَلَفٍ، وَعُقْبَةُ بْنُ مُكْرَمٍ، قَالُوا حَدَّثَنَا صَفْوَانُ بْنُ عِيسَى، حَدَّثَنَا بِشْرُ بْنُ رَافِعٍ، عَنْ أَبِي عَبْدِ اللَّهِ ابْنِ عَمِّ أَبِي هُرَيْرَةَ، عَنْ أَبِي هُرَيْرَةَ، أَنَّ النَّبِيَّ ـ صلى الله عليه وسلم ـ كَانَ يَفْتَتِحُ الْقِرَاءَةَ بِـ {الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ} .,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) “আলহামদু লিল্লাহি রাব্বিল আলামীন” দ্বারা কিরাআত শুরু করতেন। [৮১২]
সুনানে ইবনে মাজাহ,৮১৫,,حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، حَدَّثَنَا إِسْمَاعِيلُ ابْنُ عُلَيَّةَ، عَنِ الْجُرَيْرِيِّ، عَنْ قَيْسِ بْنِ عَبَايَةَ، حَدَّثَنِي ابْنُ عَبْدِ اللَّهِ بْنِ الْمُغَفَّلِ، عَنْ أَبِيهِ، قَالَ وَقَلَّمَا رَأَيْتُ رَجُلاً أَشَدَّ عَلَيْهِ فِي الإِسْلاَمِ حَدَثًا مِنْهُ فَسَمِعَنِي وَأَنَا أَقْرَأُ {بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ} فَقَالَ أَىْ بُنَىَّ إِيَّاكَ وَالْحَدَثَ فَإِنِّي صَلَّيْتُ مَعَ رَسُولِ اللَّهِ ـ صلى الله عليه وسلم ـ وَمَعَ أَبِي بَكْرٍ وَمَعَ عُمَرَ وَمَعَ عُثْمَانَ فَلَمْ أَسْمَعْ رَجُلاً مِنْهُمْ يَقُولُهُ فَإِذَا قَرَأْتَ فَقُلِ {الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ} .,আবদুল্লাহ ইবনু মুগাফফাল (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, ইসলামে নতুন কিছু উদ্ভাবন বা প্রচলনের বিরুদ্ধে আমার পিতার চাইতে অধিক কঠোর মনোভাবাপন্ন লোক আমি খুব কমই দেখেছি। তিনি আমাকে (সালাতের মধ্যে) বিসমিল্লাহির রাহমানির রাহীম পড়তে শুনে বলেন, প্রিয় বৎস! বিদআত থেকে বিরত থাকো। কেননা আমি রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) , আবূ বকর (রাঃ) , উমার (রাঃ) ও উসমান (রাঃ) -এর সাথে সালাত আদায় করেছি, কিন্তু আমি তাদের কাউকে বিসমিল্লাহ পড়তে শুনিনি। অতএব তুমি “আলহামদু লিল্লাহি রাব্বিল আলামীন” দ্বারাই কিরাআত শুরু করবে। [৮১৩]"
সুনানে ইবনে মাজাহ,৮১৬,,حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، حَدَّثَنَا شَرِيكٌ، وَسُفْيَانُ بْنُ عُيَيْنَةَ، عَنْ زِيَادِ بْنِ عِلاَقَةَ، عَنْ قُطْبَةَ بْنِ مَالِكٍ، سَمِعَ النَّبِيَّ ـ صلى الله عليه وسلم ـ يَقْرَأُ فِي الصُّبْحِ {وَالنَّخْلَ بَاسِقَاتٍ لَهَا طَلْعٌ نَضِيدٌ } .,কুতবাহ বিন মালিক (রাঃ) থেকে বর্ণিত:,তিনি নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) কে ফজরের সালাতে “ওয়ান-নাখলা বাসিকাতিল লাহা তালউন নাদীদ” (সূরা কাফ থেকে) তিলাওয়াত করতে শুনেছেন। [৮১৪]
সুনানে ইবনে মাজাহ,৮১৭,,حَدَّثَنَا مُحَمَّدُ بْنُ عَبْدِ اللَّهِ بْنِ نُمَيْرٍ، حَدَّثَنَا أَبِي، حَدَّثَنَا إِسْمَاعِيلُ بْنُ أَبِي خَالِدٍ، عَنْ أَصْبَغَ، مَوْلَى عَمْرِو بْنِ حُرَيْثٍ عَنْ عَمْرِو بْنِ حُرَيْثٍ، قَالَ صَلَّيْنَا مَعَ النَّبِيِّ ـ صلى الله عليه وسلم ـ فَكَانَ يَقْرَأُ فِي الْفَجْرِ فَكَأَنِّي أَسْمَعُ قِرَاءَتَهُ {فَلاَ أُقْسِمُ بِالْخُنَّسِ الْجَوَارِ الْكُنَّسِ} .,আমর ইবনু হুরাইস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমি নবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) এর সাথে সালাত পড়লাম এবং তিনি ফজরের সলাতে (সূরা তাকবীর) পড়লেন। আমি যেন (এখনো) তার কিরাআত পাঠ শুনছি। [৮১৫]"
সুনানে ইবনে মাজাহ,৮১৮,,حَدَّثَنَا مُحَمَّدُ بْنُ الصَّبَّاحِ، حَدَّثَنَا عَبَّادُ بْنُ الْعَوَّامِ، عَنْ عَوْفٍ، عَنْ أَبِي الْمِنْهَالِ، عَنْ أَبِي بَرْزَةَ، ح وَحَدَّثَنَا سُوَيْدٌ، حَدَّثَنَا مُعْتَمِرُ بْنُ سُلَيْمَانَ، عَنْ أَبِيهِ، حَدَّثَهُ أَبُو الْمِنْهَالِ، عَنْ أَبِي بَرْزَةَ، أَنَّ رَسُولَ اللَّهِ ـ صلى الله عليه وسلم ـ كَانَ يَقْرَأُ فِي الْفَجْرِ مَا بَيْنَ السِّتِّينَ إِلَى الْمِائَةِ .,আবূ বারযাহ (রাঃ) থেকে বর্ণিত:,রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) ফজরের সলাতে ষাট থেকে এক শত আয়াত পর্যন্ত তিলাওয়াত করতেন। [৮১৬]
সুনানে ইবনে মাজাহ,৮১৯,,حَدَّثَنَا أَبُو بِشْرٍ، بَكْرُ بْنُ خَلَفٍ حَدَّثَنَا ابْنُ أَبِي عَدِيٍّ، عَنْ حَجَّاجٍ الصَّوَّافِ، عَنْ يَحْيَى بْنِ أَبِي كَثِيرٍ، عَنْ عَبْدِ اللَّهِ بْنِ أَبِي قَتَادَةَ، وَعَنْ أَبِي سَلَمَةَ، عَنْ أَبِي قَتَادَةَ، قَالَ كَانَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ يُصَلِّي بِنَا فَيُطِيلُ فِي الرَّكْعَةِ الأُولَى مِنَ الظُّهْرِ وَيُقْصِرُ فِي الثَّانِيَةِ وَكَذَلِكَ فِي الصُّبْحِ .,আবূ কাতাদাহ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) আমাদেরকে সাথে নিয়ে সালাত আদায় করতেন। তিনি যোহরের প্রথম রাকাআত দীর্ঘ করতেন এবং দ্বিতীয় রাকাআত সংক্ষেপ করতেন। তিনি ফজরের সলাতেও এরূপ করতেন। [৮১৭]"
সুনানে ইবনে মাজাহ,৮২০,,حَدَّثَنَا هِشَامُ بْنُ عَمَّارٍ، حَدَّثَنَا سُفْيَانُ بْنُ عُيَيْنَةَ، عَنِ ابْنِ جُرَيْجٍ، عَنِ ابْنِ أَبِي مُلَيْكَةَ، عَنْ عَبْدِ اللَّهِ بْنِ السَّائِبِ، قَالَ قَرَأَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ فِي صَلاَةِ الصُّبْحِ بـ {الْمُؤْمِنُونَ} فَلَمَّا أَتَى عَلَى ذِكْرِ عِيسَى أَصَابَتْهُ شَرْقَةٌ فَرَكَعَ . يَعْنِي سَعْلَةً .,আব্দুল্লাহ ইবনুস সায়িব (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) ফজরের সলাতে “সূরা মু’মিনূন"" তিলাওয়াত করলেন। তিনি তিলাওয়াত করতে করতে ঈসা (আলায়হিস সালাম) -এর প্রসঙ্গ পর্যন্ত উপনীত হলে তাঁর হাঁচি (বা কফ) আসে। তিনি তখন রুকূতে চলে গেলেন। [৮১৮]"
সুনানে ইবনে মাজাহ,৮২১,,حَدَّثَنَا أَبُو بَكْرِ بْنُ خَلاَّدٍ الْبَاهِلِيُّ، حَدَّثَنَا وَكِيعٌ، وَعَبْدُ الرَّحْمَنِ بْنُ مَهْدِيٍّ، قَالاَ حَدَّثَنَا سُفْيَانُ، عَنْ مُخَوَّلٍ، عَنْ مُسْلِمٍ الْبَطِينِ، عَنْ سَعِيدِ بْنِ جُبَيْرٍ، عَنِ ابْنِ عَبَّاسٍ، قَالَ كَانَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ يَقْرَأُ فِي صَلاَةِ الصُّبْحِ يَوْمَ الْجُمُعَةِ {الم * تَنْزِيلُ } وَ {هَلْ أَتَى عَلَى الإِنْسَانِ},ইবনু আব্বাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) জুমুআহর দিন ফজরের সলাতে সূরা আলিফ-লাম-মিম তানযীল আস-সাজদা এবং হাল আতা আলাল ইনসানে (সূরা আদ-দাহর) তিলাওয়াত করতেন। [৮১৯]"
সুনানে ইবনে মাজাহ,৮২২,,حَدَّثَنَا أَزْهَرُ بْنُ مَرْوَانَ، حَدَّثَنَا الْحَارِثُ بْنُ نَبْهَانَ، حَدَّثَنَا عَاصِمُ بْنُ بَهْدَلَةَ، عَنْ مُصْعَبِ بْنِ سَعْدٍ، عَنْ أَبِيهِ، قَالَ كَانَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ يَقْرَأُ فِي صَلاَةِ الْفَجْرِ يَوْمَ الْجُمُعَةِ {الم * تَنْزِيلُ} وَ {هَلْ أَتَى عَلَى الإِنْسَانِ},সা’দ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) জুমুআহর দিন ফজরের সলাতে আলিফ-লাম-মীম তানযীল এবং হাল আতা আলাল ইনসান সূরাদ্বয় তিলাওয়াত করতেন। [৮২০]"
সুনানে ইবনে মাজাহ,৮২৩,,حَدَّثَنَا حَرْمَلَةُ بْنُ يَحْيَى، حَدَّثَنَا عَبْدُ اللَّهِ بْنُ وَهْبٍ، أَخْبَرَنِي إِبْرَاهِيمُ بْنُ سَعْدٍ، عَنْ أَبِيهِ، عَنِ الأَعْرَجِ، عَنْ أَبِي هُرَيْرَةَ، أَنَّ رَسُولَ اللَّهِ ـ صلى الله عليه وسلم ـ كَانَ يَقْرَأُ فِي صَلاَةِ الْفَجْرِ يَوْمَ الْجُمُعَةِ {الم * تَنْزِيلُ} وَ {هَلْ أَتَى عَلَى الإِنْسَانِ},আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) জুমুআহর দিন ফজরের সলাতে আলিফ-লাম-মীম-তানযীল এবং হাল আতা আলাল ইংসান সূরাদ্বয় তিলাওয়াত করতেন। [৮২১]
সুনানে ইবনে মাজাহ,৮২৪,,حَدَّثَنَا إِسْحَاقُ بْنُ مَنْصُورٍ، أَنْبَأَنَا إِسْحَاقُ بْنُ سُلَيْمَانَ، أَنْبَأَنَا عَمْرُو بْنُ أَبِي قَيْسٍ، عَنْ أَبِي فَرْوَةَ، عَنْ أَبِي الأَحْوَصِ، عَنْ عَبْدِ اللَّهِ بْنِ مَسْعُودٍ، أَنَّ رَسُولَ اللَّهِ ـ صلى الله عليه وسلم ـ كَانَ يَقْرَأُ فِي صَلاَةِ الْفَجْرِ يَوْمَ الْجُمُعَةِ {الم * تَنْزِيلُ} وَ {هَلَ أَتَى عَلَى الإِنْسَانِ} . قَالَ إِسْحَاقُ هَكَذَا حَدَّثَنَا عَمْرٌو عَنْ عَبْدِ اللَّهِ لاَ أَشُكُّ فِيهِ .,আবদুল্লাহ বিন মাসঊদ (রাঃ) থেকে বর্ণিত:,রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) জুমুআহর দিন ফজরের সলাতে আলিফ-লাম-মীম তাংযীল এবং হাল আতা আলাল ইংসান সুরাদ্বয় তিলাওয়াত করতেন।[৮২২]
