বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
বুলুগুল মারাম,১১,সহিহ হাদিস,وَعَنْ أَبِي قَتَادَةَ - رضي الله عنه - أَنَّ رَسُولَ اللَّهِ - صلى الله عليه وسلم - قَالَ -فِي الْهِرَّةِ-: «إِنَّهَا لَيْسَتْ بِنَجَسٍ، إِنَّمَا هِيَ مِنَ الطَّوَّافِينَ عَلَيْكُمْ» أَخْرَجَهُ الْأَرْبَعَةُ، وَصَحَّحَهُ التِّرْمِذِيُّ وَابْنُ خُزَيْمَةَ,আবূ কাতাদাহ (রাঃ) থেকে বর্ণিত:,"আল্লাহ্‌র রসুল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বিড়াল প্রসঙ্গে বলেছেন, “সে অপবিত্র নয় এবং তোমাদের মাঝে চলাফেরা করতে থাকে” । তিরমিযী ও ইবনু খুযাইমাহ একে সহীহ্‌ বলেছেন। [১৮]"
বুলুগুল মারাম,১২,সহিহ হাদিস,وَعَنْ أَنَسِ بْنِ مَالِكٍ - رضي الله عنه - قَالَ: جَاءَ أَعْرَابِيٌّ فَبَالَ فِي طَائِفَةِ الْمَسْجِدِ، فَزَجَرَهُ النَّاسُ، فَنَهَاهُمُ النَّبِيُّ - صلى الله عليه وسلم - فَلَمَّا قَضَى بَوْلَهُ أَمَرَ النَّبِيُّ - صلى الله عليه وسلم - بِذَنُوبٍ مِنْ مَاءٍ; فَأُهْرِيقَ عَلَيْهِ. مُتَّفَقٌ عَلَيْهِ,আনাস ইব্‌নু মালিক (রাঃ) থেকে বর্ণিত:,তিনি বলেনঃ একদা জনৈক বেদুঈন এসে মাসজিদের এক পাশে পেশাব করে দিল। তা দেখে লোকজন তাকে ধমক দিতে লাগল। নাবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) তাদের নিষেধ করলেন। সে তার পেশাব করা শেষ করলে নাবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -এর আদেশ এর উপর এক বালতি পানি ঢেলে দেয়া হল”। (মুত্তাফাকুন আলাইহ) [১৯]
বুলুগুল মারাম,১৩,সহিহ হাদিস,وَعَنِ ابْنِ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا قَالَ: قَالَ رَسُولُ اللَّهِ - صلى الله عليه وسلم -: «أُحِلَّتْ لَنَا مَيْتَتَانِ وَدَمَانِ، فَأَمَّا الْمَيْتَتَانِ: فَالْجَرَادُ وَالْحُوتُ، وَأَمَّا الدَّمَانِ: فَالطِّحَالُ وَالْكَبِدُ» أَخْرَجَهُ أَحْمَدُ وَابْنُ مَاجَهْ، وَفِيهِ ضَعْفٌ,ইবনু ‘উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আল্লাহ্‌র রসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেনঃ খাদ্যরূপে ‘দু’প্রকারের মৃত প্রাণী এবং দু’প্রকার রক্তকে আমাদের (মুসলিমদের) জন্য হালাল করা হয়েছে। দু’প্রকার মৃত প্রাণী হচ্ছেঃ টিড্ডি (পঙ্গপাল) ও মাছ। এবং রক্তের দু’প্রকার হচ্ছে- (হালাল প্রাণীর) কলিজা ও হৃৎপিণ্ড।’ [২০]"
বুলুগুল মারাম,১৪,সহিহ হাদিস,وَعَنْ أَبِي هُرَيْرَةَ - رضي الله عنه - قَالَ: قَالَ رَسُولُ اللَّهِ - صلى الله عليه وسلم -: «إِذَا وَقَعَ الذُّبَابُ فِي شَرَابِ أَحَدِكُمْ فَلْيَغْمِسْهُ، ثُمَّ ليَنْزِعْهُ، فَإِنَّ فِي أَحَدِ جَنَاحَيْهِ دَاءً، وَفِي الْآخَرِ شِفَاءً» أَخْرَجَهُ الْبُخَارِيُّ ، وَأَبُو دَاوُدَ، وَزَادَ: «وَإِنَّهُ يَتَّقِي بِجَنَاحِهِ الَّذِي فِيهِ الدَّاءُ»,আবূ হুরাইরা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আল্লাহ্‌র রসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, যখন তোমাদের ‘কারো পানীয় বস্তুর মধ্যে মাছি পড়ে তখন সে যেন তাকে তাঁর মধ্যে ডুবিয়ে দেয়। তারপর তাকে বাইরে ফেলে দেয়। কেননা ওর এক ডানায় রোগ আর অন্য ডানায় আরোগ্য রয়েছে।’ [২১] আবূ দাঊদে (অতিরিক্ত শব্দ) এসেছে; ‘মাছি তার জীবাণু যুক্ত ডানাটি (প্রথমে পানীয়ের মধ্যে ডুবিয়ে) তাকে বাঁচানোর চেষ্টা করে। [২২]"
বুলুগুল মারাম,১৫,হাসান হাদিস,وَعَنْ أَبِي وَاقِدٍ اللَّيْثِيِّ - رضي الله عنه - قَالَ: قَالَ النَّبِيُّ - صلى الله عليه وسلم -: «مَا قُطِعَ مِنَ الْبَهِيمَةِ -وَهِيَ حَيَّةٌ- فَهُوَ مَيِّتٌ» أَخْرَجَهُ أَبُو دَاوُدَ وَالتِّرْمِذِيُّ وَحَسَّنَهُ، وَاللَّفْظُ لَهُ,আবূ ওয়াকিদ আল-লায়সী (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, ‘জীবিত কোন জন্তুর শরীরের অংশ বিশেষ কেটে নেয়ার পর তা (পশুটি) জীবিত থাকলে সেটা (কাটা অংশ) মৃত গণ্য করা হবে। (অর্থাৎ ঐ অংশটি হারাম) আবূ দাঊদ ও তিরমিযী এটি বর্ণনা করেছেন। তিরমিযী এটিকে হাসান বলেছেন এবং শব্দ বিন্যাস তাঁরই । (তিরমিযী হাদীসটিকে হাসান বলেছেন ) [২৩] হাদিসের মানঃ হাসান হাদিস"
বুলুগুল মারাম,১৬,সহিহ হাদিস,عَنْ حُذَيْفَةَ بْنِ الْيَمَانِ رَضِيَ الْلَّهُ عَنْهُمَا، قَالَ: قَالَ رَسُولُ اللهِ - صلى الله عليه وسلم -: «لَا تَشْرَبُوا فِي آنِيَةِ الذَّهَبِ والْفِضَّةِ، وَلَا تَأْكُلُوا فِي صِحَافِهَا، فَإِنَّهَا لَهُمْ فِي الدُّنْيَا، وَلَكُمْ فِي الْآخِرَةِ» مُتَّفَقٌ عَلَيْهِ,হুযাইফাহ বিন্‌ ইয়ামান (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, তোমরা সোনা ও রূপার পাত্রে পান করো না এবং এগুলোর বাসনে আহার করো না। কেননা দুনিয়াতে এগুলো কাফিরদের জন্য আর আখিরাতে তোমাদের জন্য। [২৪]"
বুলুগুল মারাম,১৭,সহিহ হাদিস,وَعَنْ أُمِّ سَلَمَةَ رَضِيَ الْلَّهُ عَنْهَا، قَالَتْ: قَالَ رَسُولُ الْلَّهِ - صلى الله عليه وسلم -: «الَّذِي يَشْرَبُ فِي إِنَاءِ الْفِضَّةِ إِنَّمَا يُجَرْجِرُ فِي بَطْنِهِ نَارَ جَهَنَّمَ» مُتَّفَقٌ عَلَيْهِ,উম্মু সালামাহ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, যে ব্যক্তি রূপার পাত্রে পান করে সে যেন তার পেটে জাহান্নামের আগুনই ঢক্‌ ঢক্‌ করে ভরে নেয়।”"
বুলুগুল মারাম,১৮,সহিহ হাদিস,وَعَنِ ابْنِ عَبَّاسٍ رَضِيَ الْلَّهُ عَنْهُمَا قَالَ: قَالَ رَسُولُ الْلَّهِ - صلى الله عليه وسلم -: «إِذَا دُبِغَ الْإِهَابُ فَقَدْ طَهُرَ» أَخْرَجَهُ مُسْلِمٌ (1)، وَعِنْدَ الْأَرْبَعَةِ: «أَيُّمَا إِهَابٍ دُبِغَ»,ইবনু ‘আব্বাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “দাবাগাত (বিষেশ পন্থায় পাকানো) দিলে চামড়া পাক হয়ে যায়।"" [২৬] আবূ দাঊদ, নাসায়ী, তিরমিযী, ইবনু মাজাহতে আছেঃ “যে কোন চামড়া দাবাগত করলে তা পবিত্র হয়।” [২৭]"
বুলুগুল মারাম,১৯,সহিহ হাদিস,وَعَنْ سَلَمَةَ بْنِ الْمُحَبِّقِ - رضي الله عنه - قَالَ: قَالَ رَسُولُ الْلَّهِ - صلى الله عليه وسلم -: «دِبَاغُ جُلُودِ الْمَيْتَةِ طُهُورُها» صَحَّحَهُ ابْنُ حِبَّانَ,সালামাহ বিন মুহাব্বিক (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, ‘মৃত পশুর চামড়া দাবাগত করা হলেই পাক হয়) ।’ ইবনু হিব্বান একে সহীহ বলেছেন। [২৮]"
বুলুগুল মারাম,২০,সহিহ হাদিস,وَعَنْ مَيْمُونَةَ رَضِيَ الْلَّهُ عَنْهَا، قَالَتْ: مَرَّ رَسُولُ الْلَّهِ - صلى الله عليه وسلم - بِشَاةٍ يَجُرُّونَهَا، فَقَالَ: «لَوْ أَخَذْتُمْ إِهَابَهَا»؟ فَقَالُوا: إِنَّهَا مَيْتَةٌ، فَقَالَ: «يُطَهِّرُهَا الْمَاءُ وَالْقَرَظُ» أَخْرَجَهُ أَبُو دَاوُدَ وَالنَّسَائِيُّ,মাইমুনাহ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, একটি মৃত ছাগলের নিকট দিয়ে গমণের সময় রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) দেখলেন যে, লোকেরা সেটিকে টেনে হেঁচড়ে নিয়ে যাচ্ছে। তখন তিনি বললেন, এর চামড়াটা যদি নিতে? তারা বললো, এটা তো মৃত ছাগল। তিনি তাদের বললেন, ‘পানি ও বাবলার ছাল একে পবিত্র করে দিবে।’ [২৯]"
বুলুগুল মারাম,২১,সহিহ হাদিস,وَعَنْ أَبِي ثَعْلَبَةَ الْخُشَنِيِّ - رضي الله عنه - قَالَ: قُلْتُ: يَا رَسُولَ الْلَّهِ، إِنَّا بِأَرْضِ قَوْمٍ أَهْلِ كِتَابٍ، أَفَنَأْكُلُ فِي آنِيَتِهِمْ؟ فَقَالَ: «لَا تَأْكُلُوا فِيهَا، إِلَّا أَنْ لَا تَجِدُوا غَيْرَهَا، فَاغْسِلُوهَا، وَكُلُوا فِيهَا» مُتَّفَقٌ عَلَيْهِ,আবূ শালাবা আল-খুশানী (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমি বললাম, ‘হে আল্লাহর রসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) আমরা তো আহলে কিতাব আধুষিত এলাকায় বসবাস করি। তাহলে কি আমরা তাদের পাত্রে আহার করতে পারব? তিনি (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বললেন, সেগুলোতে খাবে না। তবে অন্য বাসনপত্র না পাও তবে খেতে পার; যদি না পাও তবে তা ধুয়ে নিয়ে তাতে খাবে।’ [৩০]"
বুলুগুল মারাম,২২,নির্ণীত নয়,وَعَنْ عِمْرَانَ بْنِ حُصَيْنٍ رَضِيَ الْلَّهُ عَنْهُمَا، أَنَّ النَّبِيَّ - صلى الله عليه وسلم - وَأَصْحَابَهُ تَوَضَّؤُوا مِنْ مَزَادَةِ امْرَأَةٍ مُشْرِكَةٍ. مُتَّفَقٌ عَلَيْهِ، فِي حَدِيثٍ طَوِيلٍ,ইমরান বিন হুসাইন (রাঃ) থেকে বর্ণিত:,"নাবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) ও তাঁর সাহাবীগণ জনৈকা মুশরিক (বেদ্বীন) মহিলার মাযাদাহ নামের চামড়ার তৈরি পাত্রে পানি নিয়ে ওযু করেছিলেন। এ হাদীসটি বুখারী, মুসলিমের বড় একটি হাদীসের অংশ বিশেষ। [৩১]"
বুলুগুল মারাম,২৩,সহিহ হাদিস,وَعَنْ أَنَسِ بْنِ مَالِكٍ - رضي الله عنه - أَنَّ قَدَحَ النَّبِيِّ - صلى الله عليه وسلم - انْكَسَرَ، فَاتَّخَذَ مَكَانَ الشَّعْبِ سِلْسِلَةً مِنْ فِضَّةٍ. أَخْرَجَهُ الْبُخَارِيُّ,আনাস বিন মালিক (রাঃ) থেকে বর্ণিত:,নাবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) -এর একটি পান পাত্র ফেটে গেলে তিনি ফাটা স্থান রূপোর তার পেচিয়ে বেঁধে দেন। [৩২]
বুলুগুল মারাম,২৪,সহিহ হাদিস,عَنْ أَنَسِ بْنِ مَالِكٍ - رضي الله عنه - قَالَ: سُئِلَ رَسُولُ اللَّهِ - صلى الله عليه وسلم - عَنِ الْخَمْرِ تُتَّخَذُ خَلًّا? قَالَ: «لَا» أَخْرَجَهُ مُسْلِمٌ,আনাস বিন মালিক (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) জিজ্ঞাসিত হয়েছিলেন, ‘মদকে কি সিরকায় রূপান্তর করা যায়?’ তিনি (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বললেন, ‘না’। -মুসলিম ও তিরমিযী। তিনি একে হাসান সহীহ বলেছেন। [৩৩]"
বুলুগুল মারাম,২৫,সহিহ হাদিস,وَعَنْهُ قَالَ: لَمَّا كَانَ يَوْمُ خَيْبَرَ أَمَرَ رَسُولُ اللَّهِ - صلى الله عليه وسلم - أَبَا طَلْحَةَ، فَنَادَى: إِنَّ اللَّهَ وَرَسُولَهُ يَنْهَيَانِكُمْ عَنْ لُحُومِ الْحُمُرِ الْأَهْلِيَّةِ؛ فَإِنَّهَا رِجْسٌ. مُتَّفَقٌ عَلَيْهِ,আনাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আবূ তালহাকে (রাঃ) -আল্লাহর রসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) খাইবার যুদ্ধে (লোকেদের মাঝে) এমর্মে ঘোষণা করতে নির্দেশ দিয়েছিলেন যে, নিশ্চয় আল্লাহ তা'আলা ও তার রসূল (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) তোমাদেরকে গাধার গোশত হতে নিষেধ করেছেন। কেননা তা অপবিত্র। [৩৪]"
বুলুগুল মারাম,২৬,সহিহ হাদিস,وَعَنْ عَمْرِو بْنِ خَارِجَةَ - رضي الله عنه - قَالَ: خَطَبَنَا رسولُ اللهِ (1) - صلى الله عليه وسلم - بِمِنًى، وَهُوَ عَلَى رَاحِلَتِهِ، وَلُعَابُهَا يَسِيلُ عَلَى كَتِفَيَّ. أَخْرَجَهُ أَحْمَدُ وَالتِّرْمِذِيُّ وَصَحَّحَهُ,আমর বিন খারিজাহ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, নাবী (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) মিনায় আমাদের মাঝে আরোহীর পিঠে সওয়ার অবস্থায় খুৎবাহ প্রদান করছিলেন আর তার উটের (মুখ নিঃসৃত) লালা আমার দুকাধের উপর চুয়ে পড়ছিল। (তিরমিযী হাদীসটিকে সহীহ বলেছেন) [৩৫]"
বুলুগুল মারাম,২৭,সহিহ হাদিস,وَعَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا، قَالَتْ: كَانَ رَسُولُ اللَّهِ - صلى الله عليه وسلم - يَغْسِلُ الْمَنِيَّ، ثُمَّ يَخْرُجُ إِلَى الصَّلَاةِ فِي ذَلِكَ الثَّوْبِ، وَأَنَا أَنْظُرُ إِلَى أَثَرِ الْغَسْلِ فِيهِ. مُتَّفَقٌ عَلَيْهِ,আয়িশা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, ‘রসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) তাঁর কাপড় হতে শুক্র ধুয়ে ফেলে ঐ কাপড়েই সলাত আদায় করতে চলে যেতেন আর ধোয়ার চিহ্নটা আমি কাপড়ের মধ্যে দেখতে পেতাম। [৩৬]"
