বই,হাদিস নাম্বার,হাদিসের মান,আরবি,বর্ণনাকারী,বাংলা
১০০ সুসাব্যস্ত হাদিস,১০,সহিহ হাদিস,,বর্ণনাকারী থেকে বর্ণিত:,"নবী করীম (সাল্লাল্লাহু ‘আলায়হি ওয়া সাল্লাম) বলেছেন, “যে ব্যক্তি আমার ন্যায় এরূপ অযু করে একাগ্র চিত্তে দু’রাকআত নামায পড়বে, তার পূর্বের সকল গোনাহ মাফ করে দেওয়া হবে।’’ (বুখারী ১৫৯, মুসলিম ৫৩৯)"
১০০ সুসাব্যস্ত হাদিস,১১,সহিহ হাদিস,,আব্দুল্লাহ ইবনে আমর (রাঃ) থেকে বর্ণিত:,"তিনি নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে বলতে শুনেছেন, তিনি বলেছেন, “যখন তোমরা মুআযযিনের আযান শুনবে, তখন তোমরাও তার সাথে অনুরূপ বলবে। তারপর আমার উপর দরূদ পাঠ করবে। কেননা যে ব্যক্তি আমার উপর একবার দরূদ পাঠ করে, তার উপর আল্লাহ্‌ দশটি রহমত বর্ষণ করেন।” (মুসলিম ৩৮৪) নবীর উপর দরূদ পাঠ করে এই দু’আটি পড়বে, অর্থাৎ, হে আল্লাহ্! এই পূর্ণ আহবান এবং প্রতিষ্ঠিত নামাযের প্রভু, মুহাম্মাদ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে সম্মান ও উচ্চতম মর্যাদা দান করো। তাঁকে মাক্কামি মাহমুদে (প্রশংসিত স্থানে) পৌঁছিয়ে দাও, যার প্রতিশ্রুতি তুমি তাঁকে দিয়েছো।” (বুখারী) যে ব্যক্তি এই দুআটি পড়বে, তার জন্য নবীর সুপারিশ ওয়াজিব হয়ে যাবে।"
১০০ সুসাব্যস্ত হাদিস,১২,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “আমার উম্মতের উপর যদি কষ্টকর মনে না করতাম, তাহলে তাদেরকে প্রত্যেক নামাযের সময় মিসওয়াক করার নির্দেশ করতাম।” (বুখারী ৮৮৭, মুসলিম ২৫২) ** নিদ্রা থেকে জাগ্রত হয়ে, অযু করার সময়, মুখের গন্ধ পরিবর্তন হলে, কুরআন তেলাওয়াতের সময় এবং বাড়িতে প্রবেশ করে মিসওয়াক করাও সুন্নাতের অন্তর্ভুক্ত।"
১০০ সুসাব্যস্ত হাদিস,১৩,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “আর তারা যদি জানতো অগ্রীম নামাযে আসার ফযীলত কত বেশী, তাহলে অবশ্যই তারা আগেই (নামাযের জন্য) আসতো।” (বুখারী ৬১৫, মুসলিম ৪৩৭)"
১০০ সুসাব্যস্ত হাদিস,১৪,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলায়হি ওয়া সাল্লাম) “আমি কি তোমাদের এমন জিনিসের খবর দেবো না যার দ্বারা আল্লাহ্ গোনাহ মাফ করেন এবং তোমাদের মর্যাদা উন্নত হয়? সাহাবাগণ বললেন, অবশ্যই বলুন হে আল্লাহ্‌র রাসুল! তিনি বললেন, তা হচ্ছে, কষ্টের সময় সুন্দরভাবে অযু করা, মসজিদের দিকে বেশী বেশী পদচারণা করা এবং এক নামাযের পর অন্য নামাযের জন্য অপেক্ষা করা। আর ইহা হলো জিহাদে প্রতিরক্ষার কাজের ন্যায়।” (মুসলিম ২৫১)"
১০০ সুসাব্যস্ত হাদিস,১৫,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমি রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) কে বলতে শুনেছি, তিনি বলেছেন, “যখন নামায আরম্ভ হয়ে যায়, তখন দৌড়ে তাতে শামিল হয়ো না। বরং ধীরস্থির ভাবে হেঁটে এসে তাতে শামিল হও। যতটুকু পাও পড়ে নাও এবং যতটুকু ছুটে যায় পরে পূরণ করে নাও।” (বুখারী ৯০৮, মুসলিম ৬০২)"
১০০ সুসাব্যস্ত হাদিস,১৬,সহিহ হাদিস,,আবূ হুমাইদ আস সায়েদী অথবা আবূ উসাইদ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমাদের কেউ যখন মসজিদে প্রবেশ করে, তখন যেন বলে, ‘আল্লাহুম্মাফ তাহলী আবওয়াবা রাহমাতিক’। (হে আল্লাহ্! আমার জন্য তোমার রহমতের দরজাসমূহ খুলে দাও।) আর যখন বের হয়, তখন যেন বলে, ‘আল্লাহুম্মা ইন্নি আসআলুকা মিন ফায-লীকা’। (হে আল্লাহ্! আমি তোমার অনুগ্রহ কামনা করছি।)” (মুসলিম ৭১৩)"
১০০ সুসাব্যস্ত হাদিস,১৭,সহিহ হাদিস,,মুসা ইবনে তালহা (রাঃ) থেকে বর্ণিত:,"মুসা ইবনে তালহা (রাঃ) তার পিতা থেকে বর্ণনা করেছেন, তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “যখন তোমাদের কেউ নিজের সামনে বাহনের জিনের পিছনের কাঠের ন্যায় কিছু রেখে নিয়ে নামায পড়লে সামনে দিকে কেউ অতিক্রম করলে তার কোন পরোয়া করার দরকার নেই।” (মুসলিম ৪৯৯)"
১০০ সুসাব্যস্ত হাদিস,১৮,সহিহ হাদিস,,আবূ যুবায়ের থেকে বর্ণিত:,"তিনি ত্বাউসকে বলতে শুনেছেন, তিনি বলেছেন, আমরা ইবনে আব্বাস (রাঃ) কে দু’পায়ের উপর ইক্কআ’র নিয়মে বসা সম্পর্কে জিজ্ঞাসা করলে তিনি বললেন, এটা সুন্নত। আমরা তাঁকে বললাম, এতে তো পায়ের প্রতি যুলুম করা হয়। তখন ইবনে আব্বাস (রাঃ) বললেন, বরং এটা তোমার নবীর সুন্নত। (মুসলিম ৫৩৬)"
১০০ সুসাব্যস্ত হাদিস,১৯,সহিহ হাদিস,,আবূ হুমায়েদ আসসায়েদী (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, “রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) যখন শেষ রাকাআ’তে বসতেন, তখন বাম পা এগিয়ে দিয়ে ডান পা খাড়া করে দিয়ে নিতম্বের উপর বসতেন।” (বুখারী ৮২৮)"
১০০ সুসাব্যস্ত হাদিস,২০,সহিহ হাদিস,,আব্দুল্লাহ ইবনে উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমরা যখন নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-এর পিছনে নামায পড়তাম---শেষে বললেন, অতঃপর (তাশাহহুদ ও দরূদের পর) প্রত্যেকে নিজের পছন্দমত দুআ বেছে নিয়ে দুআ করবে।” (বুখারী ৮৩৫)"
১০০ সুসাব্যস্ত হাদিস,২১,সহিহ হাদিস,,উম্মে হাবীবা (রাঃ) থেকে বর্ণিত:,"তিনি রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে বলতে শুনেছেন যে, “কোন মুসলিম যখন আল্লাহ্‌র জন্য প্রতিদিন ফরয নামাযগুলো ছাড়াও আরো বার রাকআ’ত সুন্নত নামায পড়ে, আল্লাহ্ তার জন্য জান্নাতের একটি ঘর তৈরী করেন।” (মুসলিম ১৬৯৬)"
১০০ সুসাব্যস্ত হাদিস,২২,সহিহ হাদিস,,আবূ যার (রাঃ) থেকে বর্ণিত:,"আবূ যার (রাঃ) নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) থেকে বর্ণনা করেন, তিনি বলেন, “তোমাদের প্রত্যেকেই এমন অবস্থায় প্রভাব করে যে, তাকে তার প্রত্যেক জোড়াগুলোর পরিবর্তে সাদকাহ দেয়া লাগে। কাজেই প্রত্যেক বার ‘লা-ইলাহা ইল্লাল্লাহু’ বলা সাদকাহ হিসেবে বিবেচিত হয়, প্রত্যেক বার ‘আল্লাহু আকবর’ বলা সাদকা হিসেবে গণ্য হয় এবং সৎ কাজের আদেশ ও অসৎ কাজের নিষেধ করাও সাদকাহ হিসেবে বিবেচিত হয়। আর এসবের মুকাবিলায় চাশতের দু’রাকআ’ত নামাযই হবে যথেষ্ট”। (মুসলিম ৭২০)"
১০০ সুসাব্যস্ত হাদিস,২৩,সহিহ হাদিস,,আবু হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম)-কে জিজ্ঞাসা করা হলো, ফরয নামাযের পর কোন নামায সর্বোত্তম? তিনি বললেন, ‘ফরয নামাযের পর সর্বোত্তম নামায হলো, রাতে উঠে নামায পড়া।’ (মুসলিম ১১৬৩)"
১০০ সুসাব্যস্ত হাদিস,২৪,সহিহ হাদিস,,ইবনে উমার (রাঃ) থেকে বর্ণিত:,"নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমরা তোমাদের রাতের শেষ নামাযকে বিতর করে নাও।” (বুখারী ৯৯৮, মুসলিম ৭৫১)"
১০০ সুসাব্যস্ত হাদিস,২৫,সহিহ হাদিস,,বর্ণনাকারী থেকে বর্ণিত:,"আনাস (রাঃ)-কে জিজ্ঞাসা করা হলো, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) কি জুতো পরে নামায পড়েছেন? তিনিবললেন, হ্যাঁ। (বুখারী ৩৮৬)"
১০০ সুসাব্যস্ত হাদিস,২৬,সহিহ হাদিস,,ইবনে উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বাহনে চড়ে ও পায়ে হেঁটে ক্বুবার মসজিদে এসে দু’রাকআ’ত নামায পড়েছেন। (বুখারী ১১৯৪, মুসলিম ১৩৯৯)"
১০০ সুসাব্যস্ত হাদিস,২৭,সহিহ হাদিস,,জাবির (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “যখন তোমাদের কেউ মসজিদে নামায সমাপ্তি করে সে যেন তার নামাযের কিছু অংশ তার বাড়িতে পড়ার জন্য ছেড়ে রাখে। কারন, আল্লাহ্ বাড়িতে নামায পড়ার মধ্যে অনেক কল্যাণ রেখেছেন।” (মুসলিম ৭৭৮)"
১০০ সুসাব্যস্ত হাদিস,২৮,সহিহ হাদিস,,জাবির ইবনে আব্দুল্লাহ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) আমাদেরকে ঐভাবেই ইস্তিখারার নামায শিখাতেন, যেভাবে তিনি আমাদেরকে কুরআনের সূরা শিখাতেন।” (বুখারী ১১৬৬) এই নামাযের নিয়ম হলো, প্রথম দু’রাকআ’ত নামায আদায় করবে তারপর এই দুআটি পড়বে, (আল্লাহুম্মা ইন্নী আস্তাখীরুকা বি’ইলমিকা, ওয়া আস্তাক্বদিরুকা বি ক্বুদরাতিকা, ওয়া আসআলুকা মিন ফাযলিকাল ‘আযীম, ফা ইন্নাকা তাক্বদিরু ওয়ালা আক্বদিরু, ওয়া তা’লামু ওয়ালা আ’লামু, ওয়া আন্তা ‘আল্লা-মুল গুয়ূব, আল্লাহুম্মা ইন কুন্তা তা’লামু আন্না হা-যাল আমরা খায়রুল লী ফী দ্বীনী ওয়া মা’আ-শী ওয়া আ’ক্বিবাতি আমরী ফাক্বদিরহু লী ওয়া ইয়াসসিরহু লী ছুম্মা বারিকলী ফী-হ, ওয়া ইন কুন্তা তা’লামু আন্না হা-যাল আমরা শাররুল লী ফী দ্বীনী ওয়া মা’আ-শী ওয়া আক্বিবাতি আমরী ফাসরিফহু আ’ন্নী ওয়াছরিফনী ‘আনহু ওয়াক্বদির লিইয়াল খায়রা হাইছু কা-না ছুম্মা আরযিনী বিহী) অথাৎ, হে আলাহ! আমি তোমার ইলমের মাধ্যমে তোমার নিকট কল্যাণ কামনা করছি। তোমার ক্বুদরতের মাধ্যমে তোমার নিকট শক্তি কামনা করছি এবং তোমার মহান অনুগ্রহ প্রার্থনা করছি। তুমি শক্তিধর আমি শক্তিহীন। তুমি জ্ঞানবান, আমি জ্ঞানহীন এবং তুমি অদৃশ্য বিষয় সম্পর্কে পূর্ণ জ্ঞানী, হে আল্লাহ্! এই কাজটি (এখানে উদ্দিষ্ট কাজটি উল্লেখ করবে) তোমার জ্ঞান মুতাবিক যদি আমার দ্বীন, আমার জীবিকা এবং আমার কাজের পরিণতির দিক কল্যাণকর হয়, তবে উহা আমার জন্য নির্ধারিত করে দাও এবং উহাকে আমার জন্য সহজলভ্য করে দাও, অতঃপর উহাতে আমার জন্য বরকত দাও। আর যদি এই কাজটি তোমার জ্ঞানের আলোকে আমার দ্বীন, আমার জীবিকা এবং আমার কাজের পরিণতির দিক দিয়ে অনিষ্টকর হয়, তবে উহাকে আমার নিকট থেকে দূরে সরিয়ে দাও এবং আমাকেও উহা হতে দূরে সরিয়ে রাখো। তারপর কল্যাণ যেখানেই থাকুক, আমার জন্য সে কল্যাণ নির্ধারিত করে দাও। অতঃপর তাতেই আমাকে পরিতুষ্ট রাখো।’’"
১০০ সুসাব্যস্ত হাদিস,২৯,সহিহ হাদিস,,জাবির ইবনে সামুরা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) ফজর নামায পড়ে নিয়ে সূর্য ভালভাবে উঠা পর্যন্ত স্বীয় জায়নামাযেই বসে থাকতেন।’ (মুসলিম ৬৭০)"
১০০ সুসাব্যস্ত হাদিস,৩০,সহিহ হাদিস,,ইবনে উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমাদের কেউ যখন জুমআ’র জন্য আসে, তখন সে যেন গোসল করে আসে।” (বুখারী ৮৭৭, মুসলিম ৮৪৬)"
১০০ সুসাব্যস্ত হাদিস,৩১,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “জুমআ’র দিনে মসজিদের দরজায় ফেরেশতারা অবস্থান করে আগে আসার ক্রমানুসারে আগমনকারীদের নাম লিখতে থাকেন। আর যে সবার আগে আসে ঐ ব্যক্তির ন্যায়, যে একটি গাভী কুরবানী করে। এরপর আগমনকারী তার মত, যে একটি দুম্বা কুরবানী করে। তারপর যে আসে সে হলো, (আল্লাহ্‌র উদ্দেশ্যে) মুরগী জবাইকারীর ন্যায়। এরপর যে আসে সে হলো, একটি ডিম দানকারীর ন্যায়। অতঃপর ইমাম যখন উপস্থিত হয়, তখন তাঁরা (ফেরেশতারা) তাঁদের দফতর গুটিয়ে নিয়ে মনোযোগ সহকারে খুৎবা শুনতে লাগেন।” (বুখারী ৯২৯, মুসলিম ৮৫০)"
১০০ সুসাব্যস্ত হাদিস,৩২,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) জুমআ’র দিনের উল্লেখ করে বললেন, ‘এই দিনে এমন একটি মুহূর্ত রয়েছে যে, কোন মুসলিম বান্দা যদি এই মুহূর্তে দাঁড়িয়ে নামায পড়া অবস্থায় আল্লাহ্ নিকট কোন কিছু চায়, তাহলে তিনি তাকে অবশ্যই তা দান করেন। আর তিনি হাত দিয়ে ইঙ্গিত করে বুঝিয়ে দিলেন যে, সে মুহূর্তটি খুবই সংক্ষিপ্ত।’ (বুখারী ৯৩৫, মুসলিম ৮৫২)"
১০০ সুসাব্যস্ত হাদিস,৩৩,সহিহ হাদিস,,জাবির (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, নবী করীম (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) ঈদের দিন (ফেরার সময়) ভিন্ন পথে আসতেন। (বুখারী ৯৮৬)"
১০০ সুসাব্যস্ত হাদিস,৩৪,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “যে ব্যক্তি জানাযায় শরীক হয়ে নামায পড়া পর্যন্ত থাকে, সে এক ক্বীরাত নেকী পায়। আর যে তাতে শরীক হয়ে কবরস্থ করা পর্যন্ত থাকে, সে দু’ক্বীরাত নেকী পায়।' জিজ্ঞাসা করা হলো, দুই ক্বীরাত কি? বললেন, দু’টি বড় বড় পাহাড়ের মত।” (মুসলিম ৯৪৫)"
১০০ সুসাব্যস্ত হাদিস,৩৫,সহিহ হাদিস,,বুরায়দা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “আমি তোমাদেরকে কবর যিয়ারত করতে নিষেধ করেছিলাম এখন তোমরা উহার যিয়ারত করো।” (মুসলিম ৯৭৭)"
,,,,,
১০০ সুসাব্যস্ত হাদিস,৩৬,সহিহ হাদিস,,আনাস (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “তোমরা সাহরী খাও। কেননা, সাহারীর মধ্যে বরকত রয়েছে।” (বুখারী ১৯২৩, মুসলিম ১০৯৫)"
১০০ সুসাব্যস্ত হাদিস,৩৭,সহিহ হাদিস,,সাহ্‌ল ইবনে সাআ’দ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “লোকেরা যতদিন দ্রুত ইফতার করবে, ততদিন কল্যাণের মধ্যে অবস্থান করবে।” (বুখারী ১৯৫৭, মুসলিম ১০৯৮)"
১০০ সুসাব্যস্ত হাদিস,৩৮,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেছেন, “যে ব্যক্তি ঈমানের সাথে ও নেকীর আশায় রমযানের কিয়াম করে (তারাবীর নামায পড়ে), তার পূর্বেকার সমস্ত গোনাহ মাফ করে দেওয়া হবে।” (বুখারী ৩৭, মুসলিম ৭৫৬)"
১০০ সুসাব্যস্ত হাদিস,৩৯,সহিহ হাদিস,,ইবনে উমার (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) “রমযানের শেষ দশ দিন ই’তিক্বাফ করতেন।” (বুখারী ২০২৫)"
১০০ সুসাব্যস্ত হাদিস,৪০,সহিহ হাদিস,,আবূ আইয়ূব (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেন, “যে ব্যক্তি রমযানের রোযা রাখলো, তারপর এর পরপরই শাওয়ালের ছয়টি রোযা রাখলো, সে যেন পূর্ণ এক বছরের রোযা রাখলো।” (মুসলিম ১১৬৪)"
১০০ সুসাব্যস্ত হাদিস,৪১,সহিহ হাদিস,,আবূ হুরায়রা (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, আমার বন্ধু (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) আমাকে তিনটি বিষয়ের অসিয়ত করেছেন। যতদিন জীবিত থাকবো আমি সেগুলো কখনোও ত্যাগ করব না। সেগুলো হচ্ছে, প্রতিমাসে তিন দিন রোযা রাখা, চাশ্‌তের নামায পড়া এবং বিতর পড়ে ঘুমানো।’ (বুখারী ১১৭৮, মুসলিম ৭২১)"
১০০ সুসাব্যস্ত হাদিস,৪২,সহিহ হাদিস,,আবূ ক্বাতাদাহহ (রাঃ) থেকে বর্ণিত:,"রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেন, “আরাফার দিনের রোযা রাখলে আল্লাহ্‌র নিকট আশা রাখি যে তিনি বিগত এক বছরের ও আগামী এক বছরের গোনাহ মাফ করে দেবেন।” (মুসলিম ১১৬২)"
১০০ সুসাব্যস্ত হাদিস,৪৩,সহিহ হাদিস,,আবূ ক্বাতাদাহ (রাঃ) থেকে বর্ণিত:,"তিনি বলেন, রাসূলুল্লাহ (সাল্লাল্লাহু ‘আলাইহি ওয়া সাল্লাম) বলেন, “মুহার্‌রাম মাসের রোযা রাখলে আল্লাহ্‌র নিকট আশা করি যে তিনি বিগত এক বছরের গোনাহ মাফ করে দেবেন।” (মুসলিম ১১৬২)"
,,,,,
